"lat","lng","nfollow","is_rt","nsec"
23.634501,-102.552784,547,1,19000
47.512728673,-0.615988388,253,1,19000
19.4326077,-99.133208,46,1,19000
55.378051,-3.435973,576,1,19000
-23.141795,-44.695795,400,0,19000
23.159167,-82.271056,62,0,19000
37.211164,-119.662127,1706,1,19000
43.262707396,-2.92527792,129,1,19000
47.60357,-122.329449,1938,0,19000
23.137991,-82.365856,1430,1,19000
-23.5505199,-46.6333094,1998,1,19000
7.999998739,-65.999995542,1577,1,19000
48.853407177,2.348798464,357,0,19000
7.999998739,-65.999995542,97,0,19000
-34.608983,-58.373135,5927,1,19000
3.434003,-76.526464,1201,1,19000
-10.861639,-53.104038,100,0,19000
26.696797751,-81.901957618,643,0,19000
-32.789895,-60.729145,899,1,19000
13.682358,-89.6628111,127,1,19000
-34.9286212,138.5999594,757,1,20000
-34.608983,-58.373135,168,1,20000
32.750416444,-83.500179763,212,1,20000
-34.608507,-58.373488,1381,1,20000
19.141481,-103.913858,93,0,20000
37.975747,-0.680618,84,1,20000
19.43253,-99.13321,278,1,20000
40.580711,-74.152684,13,1,20000
36.039696495,-114.981937009,2151,1,20000
10.333333,-67.033333,778,0,20000
29.760803,-95.369506,167,1,20000
41.6639383,-83.555212,263,1,20000
26.7192311924,-80.2176883783,2001,1,20000
19.141481,-103.913858,93,0,20000
36.1626638,-86.7816016,1321,1,20000
-15.749995762,-47.749997873,403,0,21000
38.904785,-77.016275,8015,0,21000
37.6412705,-122.0857755,125,0,21000
27.678417124,-105.171358775,43,0,21000
19.43253,-99.13321,199,1,21000
-32.999997688,-55.999997621,506,1,21000
-34.608507,-58.373488,431,0,21000
-35.288689,-71.231911,786,1,21000
8.999998981,-64.499999679,969,0,21000
39.000344,-1.87,816,1,21000
36.1699412,-115.1398296,143,1,21000
38.895107055,-77.036368477,74811,0,21000
19.049996465,-98.199997038,326,0,21000
8.537981,-80.782127,235,1,21000
9.749996913,-63.176667135,78,1,21000
10.488007909,-66.879186007,344,1,21000
25.745843,-80.2602282,1100,1,22000
7.894,-67.473,74,1,22000
10.505134,-66.827907,6337,1,22000
-23.682803,-46.5955455,373,0,22000
32.595264,-96.9596635,461,0,22000
25.775084,-80.194702,66,1,22000
-22.912154,-43.175009,80,1,22000
39.2903848,-76.6121893,2901,1,22000
19.849998458,-90.533325516,49,0,22000
45.411167703,-75.698119757,2202,1,22000
40.167058659,-74.499867112,584,0,22000
10.233333,-64.6,17065,0,22000
39.712144,-94.922348,4794,1,22000
38.8048355,-77.0469214,2932,1,22000
33.951436,-118.209679,135,0,22000
19.849998458,-90.533325516,49,0,23000
-22.275276,-42.419415,3655,0,23000
-28.741699,24.759501,1958,1,23000
-34.613149508,-58.377226623,8409,0,23000
19.141481,-103.913858,102,0,23000
-34.6037232,-58.3815931,4304,1,23000
10.023789989,-69.264639998,2309,1,23000
19.141481,-103.913858,107,0,23000
-38.599635,-69.979691,2152,1,23000
38.751215,-77.471105,40,1,23000
19.141481,-103.913858,102,0,23000
33.878572,-80.864614,753,1,23000
10.495368,-66.848877,298,1,23000
19.141481,-103.913858,107,0,24000
18.471875,-69.891417,29410,0,24000
51.082884,-114.216225,848,1,24000
48.85693,2.3412,4050,1,24000
19.141481,-103.913858,93,0,24000
61.2180556,-149.9002778,399,1,24000
39.000267221,-105.500828532,6868,1,24000
33.748547,-84.391502,59692,1,24000
40.000316959,-86.250268171,10039,1,24000
20.59999639,-100.38332925,178,0,24000
21.521757,-77.781167,11077,0,24000
26.228993,-98.392129,644,1,24000
28.49308,-82.472287,177,0,24000
37.09024,-95.712891,872,0,24000
-29.411048736,-66.850667538,1549,1,24000
38.904785,-77.016275,925,0,24000
41.903044,12.495799,944,0,24000
43.7921889,-90.368455649,4246,1,24000
10.633333,-71.633333,7147,1,25000
41.2523634,-95.9979883,803,0,25000
51.04522,-114.063017,175,1,25000
-33.437234,-70.650018,732,1,25000
25.7616798,-80.1917902,338,1,25000
27.950575,-82.4571776,615,0,25000
10.251366,-67.601725,258,0,25000
38.9071923,-77.0368707,527,1,25000
26.015127,-98.270374,18,0,25000
37.846008,-81.989308,222,1,25000
28.408837294,-106.863186112,46,0,25000
19.141481,-103.913858,93,0,25000
43.30526,-3.036126,189,1,25000
41.98081,2.818725,115,1,25000
7.999998739,-65.999995542,1577,1,26000
7.999998739,-65.999995542,1361,1,26000
18.225063,-66.478906,3096,1,26000
39.397112,-81.4645964,40,0,26000
38.630276,-90.200309,2348,1,26000
40.713054,-74.007228,122125,1,26000
23.634501,-102.552784,154,0,26000
36.174967989,-115.137218227,586,1,26000
51.436242,-111.039324,1354,0,26000
10.970967,-74.814536,396,0,26000
-3.718463,-38.54167,16,0,26000
8.537981,-80.782127,765,0,26000
19.141481,-103.913858,89,0,26000
-33.437234,-70.650018,2413,1,26000
7.999998739,-65.999995542,177326,0,26000
29.886027,-97.929338,18,1,26000
10.073887165,-69.322779619,1037,1,26000
45.516018,-122.681425,10698,0,26000
-4.377115695,-44.674219373,100,0,26000
36.846816,-76.28506,798,1,26000
23.634501,-102.552784,5736,0,26000
40.463667,-3.74922,231,0,26000
45.5230622,-122.6764816,309,1,26000
19.141481,-103.913858,89,0,26000
31.9856936,-102.0843261,143,1,27000
-35.288689,-71.231911,218,0,27000
26.224701,-98.4133,44,0,27000
33.8081608,-84.170196,2739,1,27000
43.615791,-116.201579,234,1,27000
-5.805398,-35.208091,521,1,27000
34.293239,-111.664616,75,0,27000
54.3520252,18.6466384,323,1,27000
41.505546,-81.6915,135,1,27000
40.713054,-74.007228,19728,0,27000
28.0836269,-80.6081089,299,1,27000
19.849998458,-90.533325516,50,0,27000
19.43253,-99.13321,13172,1,27000
7.999998739,-65.999995542,112,1,28000
30.267153,-97.7430608,423,1,28000
-33.2978785,-66.330479,1191,0,28000
38.1398141,-1.366216,1730,1,28000
10.488007909,-66.879186007,502,0,28000
29.954648091,-90.07506819,653,1,28000
10.501823,-66.912105,17335,1,28000
25.775084,-80.194702,14,1,28000
37.983014,-1.130718,688,1,28000
51.055627,3.728556,244,0,28000
39.759997789,-98.499998911,869,1,28000
40.713054,-74.007228,696,1,28000
19.43253,-99.13321,438,0,28000
55.999996861,-3.99999853,74,1,28000
23.137991,-82.365856,1430,1,28000
7.999998739,-65.999995542,154,0,28000
39.262326,-76.531265,739,1,28000
7.999998739,-65.999995542,509,1,28000
-31.416187,-62.085956,1586,1,28000
42.213786,-8.763892,150,1,28000
37.987038153,-1.130036262,991,1,28000
41.894738814,12.483896894,1177,1,28000
10.1579312,-67.9972104,5184,0,29000
7.999998739,-65.999995542,39,1,29000
-34.608983,-58.373135,1763,1,29000
39.4120609,44.375398,616,1,29000
38.032131,-78.477562,241,1,29000
19.141481,-103.913858,95,0,29000
19.849998458,-90.533325516,55,0,29000
55.999996861,-3.99999853,1635,1,29000
40.4167754,-3.7037902,79,0,29000
19.141481,-103.913858,95,0,29000
26.30159,-98.21041,14,1,29000
43.529151,12.16203,1360,0,29000
39.5696005,2.6501603,421,1,29000
-35.288689,-71.231911,1466,1,29000
29.999999566,-114.999998406,57,0,29000
40.714545,-74.007112,1326,0,29000
43.598033,-116.238001,360,0,30000
19.849998458,-90.533325516,50,0,30000
10.251366,-67.601725,142602,0,30000
7.999998739,-65.999995542,87,1,30000
39.759997789,-98.499998911,2280,0,30000
19.141481,-103.913858,105,0,30000
-32.946816909,-60.639319844,977,1,30000
10.631666658,-71.640559898,1122,1,30000
-26.2041028,28.0473051,2658,0,30000
45.41212,-122.56909,541,1,30000
38.630276,-90.200309,145,1,30000
-10.861639,-53.104038,532,1,30000
38.977886207,-77.007476542,367,0,30000
33.68785,-78.883852,367,1,30000
-34.608983,-58.373135,673,1,30000
37.822244,-85.7682405,359,0,30000
5.33078,103.138237,1102,1,30000
56.130366,-106.346771,273,1,30000
37.8715926,-122.272747,400,1,31000
56.946203,24.104287,1087,0,31000
21.807551,-105.214953,77,1,31000
48.85693,2.3412,491,1,31000
23.159167,-82.271056,77,1,31000
35.842998,-86.343226,628,0,31000
34.053717,-118.2427266,456,0,31000
10.050047,-69.392655,1952,0,31000
52.055187,4.256528,2910,1,31000
25.775084,-80.194702,811,0,31000
-34.613149508,-58.377226623,2646,1,31000
41.87194,12.56738,189,1,31000
19.141481,-103.913858,105,0,31000
37.77492698,-122.419416874,28236,0,31000
7.999998739,-65.999995542,564,0,31000
20.5259561,-103.307625,337,0,31000
40.713054,-74.007228,1220,0,31000
39.9259463,-75.1196199,211,1,31000
39.52756,-119.8135,449,1,31000
18.1894545,-66.7720327,194,0,31000
19.849998458,-90.533325516,50,0,32000
-34.608983,-58.373135,486,1,32000
19.43253,-99.13321,251,0,32000
-34.608983,-58.373135,1197,1,32000
-9.99999662,-75.999997963,37,1,32000
19.141481,-103.913858,103,0,32000
37.78008,-122.420168,10679,0,32000
19.431949,-99.133125,226721,0,32000
19.141481,-103.913858,103,0,32000
-25.428356,-49.273252,8774,1,32000
40.322886,-3.760325,23176,1,32000
18.4863331,-66.8254545,140,0,32000
20.8542575,-99.84756,15,0,32000
-38.880777723,-62.080559923,87,1,32000
10.495368,-66.848877,2937,0,32000
41.664845,43.904441,670,1,32000
-35.288689,-71.231911,3462,0,33000
7.7713572,-72.2261466,1775,1,33000
49.263566,-123.138572,261,1,33000
40.463667,-3.74922,238,1,33000
19.436128,-99.108597,679,0,33000
33.7490987,-84.3901849,7796,1,33000
-34.608507,-58.373488,192,1,33000
7.999998739,-65.999995542,5735,1,33000
33.7489954,-84.3879824,6264,1,33000
51.5255162,0.0352163,657,1,33000
-10.861639,-53.104038,82,1,33000
19.849998458,-90.533325516,49,0,33000
8.5913073,-63.9586111,695,1,33000
29.999999566,-114.999998406,47,0,33000
10.495368,-66.848877,405,1,33000
3.4105752,-76.578756879,163,1,33000
19.43253,-99.13321,529,1,33000
8.531663,-80.134925,777,1,33000
34.0225,-118.394287,1346,1,33000
19.141481,-103.913858,90,0,34000
19.342099,-99.148576,21948,0,34000
59.91382,10.738741,7648,1,34000
7.999998739,-65.999995542,1577,1,34000
10.495368,-66.848877,529,1,34000
40.7305991,-73.9865812,242,0,34000
8.597518,-71.144855,89,1,34000
39.52756,-119.8135,449,1,34000
7.999998739,-65.999995542,282,1,34000
40.4165,-3.70256,3,1,35000
35.097036,-89.806888,7,1,35000
-30.862569,-64.537943,1410,1,35000
-0.190413,-78.495995,630,1,35000
-23.550328,-46.633965,863,1,35000
-32.8338,-70.5982,9091,1,35000
35.607193,-77.380223,1258,1,35000
41.3850639,2.1734035,186,1,35000
37.375855,-6.0450059,130,0,35000
40.463667,-3.74922,342,1,35000
-35.288689,-71.231911,1068,0,35000
25.774267133,-80.193657243,3043,1,35000
21.521757,-77.781167,1392,1,35000
19.141481,-103.913858,90,0,35000
36.71963,-4.42,963,1,35000
46.621773,2.452032,727,1,35000
40.7127837,-74.0059413,1063,0,35000
44.230468,-76.481187,332,1,35000
40.0757384,-74.4041622,443,1,35000
23.137991,-82.365856,1430,1,36000
40.713054,-74.007228,122125,1,36000
-27.5953778,-48.5480499,220,1,36000
7.999998739,-65.999995542,135,1,36000
38.89860285,-77.0143985,2074,0,36000
41.883229,-87.632398,603,1,36000
-29.9183028,-51.1779216,2341,1,36000
7.999998739,-65.999995542,61,0,36000
-33.445995,-70.667057,844,1,36000
10.070425,-70.949415,12912,1,36000
39.108204,-120.170516,176,1,36000
-23.562837,-46.654633,712,1,36000
40.7891424,-73.1349605,170,0,36000
45.50008,-73.59918,213,1,36000
-35.288689,-71.231911,337,1,36000
25.775084,-80.194702,489,0,36000
41.38558,2.16874,1786,1,36000
32.863917,-96.961483,95,0,36000
39.952337717,-75.163787683,2502,1,36000
48.6209,5.8766,1493,0,37000
7.999998739,-65.999995542,999,1,37000
33.951436,-118.209679,4603,0,37000
-34.608507,-58.373488,794,0,37000
-10.861639,-53.104038,6787,1,37000
30.267589,-97.742982,1604,0,37000
36.686446591,-6.136057938,3328,1,37000
0.0460699,-51.0693238,822,1,37000
-35.288689,-71.231911,1228,0,37000
10.495368,-66.848877,1940,1,37000
41.800647665,-73.121216478,595,1,37000
27.3364347,-82.5306527,15,1,37000
21.521757,-77.781167,18128,1,37000
-35.288689,-71.231911,322,1,37000
40.416705,-3.703583,388,1,37000
-1.465559,-78.397152,1050,1,37000
-34.60402,-58.381563,168,0,38000
34.052227398,-118.243679504,21,0,38000
19.141481,-103.913858,87,0,38000
10.418848,-61.293797,145,0,38000
7.999998739,-65.999995542,754,1,38000
40.896461,29.371326,263,0,38000
40.7305991,-73.9865812,1014,1,38000
19.141481,-103.913858,87,0,38000
-31.53866,-68.536179,58,0,38000
40.416705,-3.703583,433,1,38000
31.801013,-97.090041,6,1,38000
34.053485,-118.245313,175,0,38000
18.499996781,-88.299998241,114,0,38000
-10.909398,-37.074417,6094,1,38000
30.4124523,-107.9144836,44,0,38000
33.888065,35.503961,660,1,38000
10.488007909,-66.879186007,30978,1,39000
57.047998843,9.918697076,81,1,39000
6.245782,-75.574582,1017,1,39000
32.715738,-117.1610838,219,0,39000
-25.506824,-54.630135,122,1,39000
33.878572,-80.864614,864,1,39000
18.499996781,-88.299998241,114,0,39000
19.849998458,-90.533325516,50,0,39000
40.000316959,-86.250268171,281,1,39000
