State,County,Obama,Romney,obama_rate,romney_rate
ME,Indian Township Vtng Dst,208,25,89.3,10.7
ME,Industry,238,196,54.8,45.2
ME,Island Falls,189,221,46.1,53.9
ME,Isle Au Haut,48,5,90.6,9.4
ME,Islesboro,282,134,67.8,32.2
ME,Jackman,190,291,39.5,60.5
ME,Jackson,127,137,48.1,51.9
ME,Jay,1615,868,65.0,35.0
ME,Jefferson,676,742,47.7,52.3
ME,Jonesboro,140,146,49.0,51.0
ME,Jonesport,311,296,51.2,48.8
ME,Kenduskeag,302,316,48.9,51.1
ME,Kennebunk,3935,2798,58.4,41.6
ME,Kennebunkport,1323,1073,55.2,44.8
ME,Kingfield,331,265,55.5,44.5
ME,Kingsbury Plt.,11,8,57.9,42.1
ME,Kittery,3443,1814,65.5,34.5
ME,Knox,158,226,41.1,58.9
ME,LaGrange,139,178,43.8,56.2
ME,Lake View Plt.,39,24,61.9,38.1
ME,Lakeville,37,41,47.4,52.6
ME,Lamoine,527,506,51.0,49.0
ME,Lebanon,1286,1522,45.8,54.2
ME,Lee,160,291,35.5,64.5
ME,Leeds,609,522,53.8,46.2
ME,Levant,538,875,38.1,61.9
ME,Lewiston,9550,5778,62.3,37.7
ME,Liberty,259,219,54.2,45.8
ME,Limerick,737,646,53.3,46.7
ME,Limestone,511,324,61.2,38.8
ME,Limington,908,877,50.9,49.1
ME,Lincoln,977,1338,42.2,57.8
ME,Lincoln Plt.,14,13,51.9,48.1
ME,Lincolnville,858,535,61.6,38.4
ME,Linneus,151,282,34.9,65.1
ME,Lisbon,2383,2228,51.7,48.3
ME,Litchfield,919,888,50.9,49.1
ME,Littleton,171,274,38.4,61.6
ME,Livermore,661,518,56.1,43.9
ME,Livermore Falls,842,467,64.3,35.7
ME,Long Island,132,60,68.8,31.3
ME,Lovell,333,306,52.1,47.9
ME,Lowell,71,119,37.4,62.6
ME,Lubec,465,307,60.2,39.8
ME,Ludlow,100,126,44.2,55.8
ME,Lyman,1270,1006,55.8,44.2
ME,Machias,449,396,53.1,46.9
ME,Machiasport,243,240,50.3,49.7
ME,Macwahoc Plt.,18,27,40.0,60.0
ME,Madawaska,1540,511,75.1,24.9
ME,Madison,1118,924,54.8,45.2
ME,Magalloway Plt.,3,10,23.1,76.9
ME,Manchester,831,737,53.0,47.0
ME,Mapleton,521,531,49.5,50.5
ME,Mariaville,123,142,46.4,53.6
ME,Marshfield,119,163,42.2,57.8
ME,Mars Hill,276,475,36.8,63.2
ME,Masardis,90,60,60.0,40.0
ME,Matinicus Isle Plt.,33,18,64.7,35.3
ME,Mattawamkeag,176,171,50.7,49.3
ME,Maxfield,22,32,40.7,59.3
ME,Mechanic Falls,753,678,52.6,47.4
ME,Meddybemps,36,50,41.9,58.1
ME,Medford,48,80,37.5,62.5
ME,Medway,285,388,42.3,57.7
ME,Mercer,190,164,53.7,46.3
ME,Merrill,62,64,49.2,50.8
ME,Mexico,894,352,71.7,28.3
ME,Milbridge,320,282,53.2,46.8
ME,Milford,865,650,57.1,42.9
ME,Millinocket,1317,937,58.4,41.6
ME,Milo,506,572,46.9,53.1
ME,Minot,704,771,47.7,52.3
ME,Monhegan Plt.,49,5,90.7,9.3
ME,Monmouth,1162,1069,52.1,47.9
ME,Monroe,265,192,58.0,42.0
ME,Monson,208,213,49.4,50.6
ME,Monticello,158,218,42.0,58.0
ME,Montville,319,192,62.4,37.6
ME,Moose River,33,76,30.3,69.7
ME,Moro Plt.,1,21,4.5,95.5
ME,Morrill,217,271,44.5,55.5
ME,Moscow,137,110,55.5,44.5
ME,Mount Chase,36,76,32.1,67.9
ME,Mount Desert,911,442,67.3,32.7
ME,Mount Vernon,517,398,56.5,43.5
ME,Naples,1057,983,51.8,48.2
ME,Nashville Plt.,12,6,66.7,33.3
ME,Newburgh,395,428,48.0,52.0
ME,New Canada,148,101,59.4,40.6
ME,Newcastle,744,421,63.9,36.1
ME,Newfield,406,366,52.6,47.4
ME,New Gloucester,1564,1517,50.8,49.2
ME,New Limerick,134,178,42.9,57.1
ME,Newport,684,890,43.5,56.5
ME,New Portland,213,194,52.3,47.7
ME,Newry,127,100,55.9,44.1
ME,New Sharon,433,383,53.1,46.9
ME,New Sweden,182,158,53.5,46.5
ME,New Vineyard,191,199,49.0,51.0
ME,Nobleboro,622,466,57.2,42.8
ME,Norridgewock,772,806,48.9,51.1
ME,North Berwick,1361,1266,51.8,48.2
ME,Northfield,47,47,50.0,50.0
ME,North Haven,199,67,74.8,25.2
ME,Northport,535,398,57.3,42.7
ME,North Yarmouth,1418,1001,58.6,41.4
ME,Norway,1351,1033,56.7,43.3
ME,Oakfield,145,202,41.8,58.2
ME,Oakland,1686,1435,54.0,46.0
ME,Ogunquit,549,347,61.3,38.7
ME,Old Orchrd Bch,3247,1804,64.3,35.7
ME,Old Town,2366,1358,63.5,36.5
ME,Orient,48,42,53.3,46.7
ME,Orland,717,513,58.3,41.7
ME,Orono,3761,1396,72.9,27.1
ME,Orrington,986,1188,45.4,54.6
ME,Osborn,9,31,22.5,77.5
ME,Otis,144,265,35.2,64.8
ME,Otisfield,517,438,54.1,45.9
ME,Owl's Head,560,403,58.2,41.8
ME,Oxbow Plt.,80,60,57.1,42.9
ME,Oxford,1049,918,53.3,46.7
ME,Oxford Cty Townships,169,94,64.3,35.7
ME,Palermo,352,429,45.1,54.9
ME,Palmyra,430,576,42.7,57.3
ME,Paris,1345,1020,56.9,43.1
ME,Parkman,176,227,43.7,56.3
ME,Parsonsfield,471,380,55.3,44.7
ME,Passadumkeag,70,120,36.8,63.2
ME,Patten,223,267,45.5,54.5
ME,Pembroke,229,211,52.0,48.0
ME,Penobscot,356,389,47.8,52.2
ME,Penobscot Cty Townships,127,150,45.8,54.2
ME,Penobscot Nation Vot Dst,253,23,91.7,8.3
ME,Perham,58,114,33.7,66.3
ME,Perry,219,217,50.2,49.8
ME,Peru,491,318,60.7,39.3
ME,Phillips,301,248,54.8,45.2
ME,Phippsburg,754,607,55.4,44.6
ME,Piscataquis Cty Townshps,19,38,33.3,66.7
ME,Pittsfield,869,941,48.0,52.0
ME,Pittston,779,752,50.9,49.1
ME,Pleasant Point Votng Dst,204,29,87.6,12.4
ME,Pleasant Ridge Plt.,29,22,56.9,43.1
ME,Plymouth,265,374,41.5,58.5
ME,Poland,1585,1369,53.7,46.3
ME,Portage Lake,125,109,53.4,46.6
ME,Porter,371,346,51.7,48.3
ME,Portland,27736,7487,78.7,21.3
ME,Pownal,550,422,56.6,43.4
ME,Presque Isle,2231,1885,54.2,45.8
ME,Princeton,196,251,43.8,56.2
ME,Prospect,193,150,56.3,43.7
ME,Randolph,536,385,58.2,41.8
ME,Rangeley,334,350,48.8,51.2
ME,Rangeley Plt.,64,79,44.8,55.2
ME,Raymond,1426,1196,54.4,45.6
ME,Readfield,862,631,57.7,42.3
ME,Reed Plt.,25,55,31.3,68.8
ME,Richmond,952,772,55.2,44.8
ME,Ripley,93,130,41.7,58.3
ME,Robbinston,143,142,50.2,49.8
ME,Rockland,2198,1065,67.4,32.6
ME,Rockport,1291,825,61.0,39.0
ME,Rome,314,248,55.9,44.1
ME,Roque Bluffs,92,60,60.5,39.5
ME,Roxbury,151,91,62.4,37.6
ME,Rumford,1671,915,64.6,35.4
ME,Sabattus,1294,1160,52.7,47.3
ME,Saco,6146,3556,63.3,36.7
ME,Saint Agatha,399,161,71.3,28.8
ME,St. Albans,416,620,40.2,59.8
ME,St. Francis,172,76,69.4,30.6
ME,St. George,980,518,65.4,34.6
ME,St. John Plt.,80,56,58.8,41.2
ME,Sandy River Plt.,52,33,61.2,38.8
ME,Sanford,5588,3701,60.2,39.8
ME,Sangerville,317,341,48.2,51.8
ME,Scarborough,6343,5184,55.0,45.0
ME,Searsmont,383,333,53.5,46.5
ME,Searsport,767,622,55.2,44.8
ME,Sebago,516,472,52.2,47.8
ME,Sebec,139,225,38.2,61.8
ME,Seboeis Plt.,16,10,61.5,38.5
ME,Sedgwick,447,233,65.7,34.3
ME,Shapleigh,720,693,51.0,49.0
ME,Sherman,218,365,37.4,62.6
ME,Shirley,55,77,41.7,58.3
ME,Sidney,1120,1134,49.7,50.3
ME,Skowhegan,2225,1558,58.8,41.2
ME,Smithfield,282,272,50.9,49.1
ME,Smyrna,55,67,45.1,54.9
ME,Solon,268,266,50.2,49.8
ME,Somerset Cty Townships,71,121,37.0,63.0
ME,Somerville,136,129,51.3,48.7
ME,Sorrento,104,77,57.5,42.5
ME,South Berwick,2276,1626,58.3,41.7
ME,South Bristol,376,224,62.7,37.3
ME,Southport,207,223,48.1,51.9
ME,South Portland,9956,4104,70.8,29.2
ME,South Thomaston,507,346,59.4,40.6
ME,Southwest Harbor,653,380,63.2,36.8
ME,Springfield,52,101,34.0,66.0
ME,Stacyville,72,135,34.8,65.2
ME,Standish,2554,2400,51.6,48.4
ME,Starks,171,133,56.3,43.8
ME,Stetson,294,352,45.5,54.5
ME,Steuben,257,269,48.9,51.1
ME,Stockholm,91,53,63.2,36.8
ME,Stockton Springs,491,424,53.7,46.3
ME,Stoneham,90,59,60.4,39.6
ME,Stonington,407,184,68.9,31.1
ME,Stow,122,63,65.9,34.1
ME,Strong,337,347,49.3,50.7
ME,Sullivan,352,227,60.8,39.2
ME,Sumner,271,241,52.9,47.1
ME,Surry,538,395,57.7,42.3
ME,Swan's Island,94,124,43.1,56.9
ME,Swanville,362,295,55.1,44.9
ME,Sweden,125,96,56.6,43.4
ME,Talmadge,13,19,40.6,59.4
ME,Temple,216,94,69.7,30.3
ME,The Forks Plt.,23,21,52.3,47.7
ME,Thomaston,860,522,62.2,37.8
ME,Thorndike,214,154,58.2,41.8
ME,Topsfield,38,73,34.2,65.8
ME,Topsham,3153,2259,58.3,41.7
ME,Tremont,550,306,64.3,35.7
ME,Trenton,436,340,56.2,43.8
ME,Troy,258,260,49.8,50.2
ME,Turner,1429,1585,47.4,52.6
ME,Union,712,598,54.4,45.6
ME,Unity,479,443,52.0,48.0
ME,Upton,0,0,#DIV/0!,#DIV/0!
ME,Van Buren,684,210,76.5,23.5
ME,Vanceboro,51,52,49.5,50.5
ME,Vassalboro,1224,1025,54.4,45.6
ME,Veazie,580,482,54.6,45.4
ME,Verona,166,138,54.6,45.4
ME,Vienna,205,136,60.1,39.9
ME,Vinalhaven,519,177,74.6,25.4
ME,Wade,50,74,40.3,59.7
ME,Waite,22,33,40.0,60.0
ME,Waldo,225,184,55.0,45.0
ME,Waldoboro,1323,1164,53.2,46.8
ME,Wales,351,453,43.7,56.3
ME,Wallagrass,204,77,72.6,27.4
ME,Waltham,69,116,37.3,62.7
ME,Warren,966,945,50.5,49.5
ME,Washburn,346,418,45.3,54.7
ME,Washington,430,402,51.7,48.3
ME,Washington Cty Townships,104,173,37.5,62.5
ME,Waterboro,1848,1581,53.9,46.1
ME,Waterford,455,382,54.4,45.6
ME,Waterville,4677,2103,69.0,31.0
ME,Wayne,450,273,62.2,37.8
ME,Webster Plt.,13,9,59.1,40.9
ME,Weld,154,123,55.6,44.4
ME,Wellington,80,40,66.7,33.3
ME,Wells,3182,2612,54.9,45.1
ME,Wesley,32,44,42.1,57.9
ME,West Bath,641,544,54.1,45.9
ME,Westbrook,5504,3042,64.4,35.6
ME,Westfield,117,146,44.5,55.5
ME,West Forks Plt.,25,21,54.3,45.7
ME,West Gardiner,1004,971,50.8,49.2
ME,Westmanland,21,21,50.0,50.0
ME,Weston,50,81,38.2,61.8
ME,West Paris,470,353,57.1,42.9
ME,Westport,254,221,53.5,46.5
ME,Whitefield,693,531,56.6,43.4
ME,Whiting,178,154,53.6,46.4
ME,Whitneyville,48,56,46.2,53.8
ME,Willimantic,32,48,40.0,60.0
ME,Wilton,1251,921,57.6,42.4
ME,Windham,3817,3427,52.7,47.3
ME,Windsor,610,578,51.3,48.7
ME,Winn,66,112,37.1,62.9
ME,Winslow,2206,1781,55.3,44.7
ME,Winter Harbor,112,145,43.6,56.4
ME,Winterport,1027,1018,50.2,49.8
ME,Winterville Plt.,79,49,61.7,38.3
ME,Winthrop,1877,1496,55.6,44.4
ME,Wiscasset,1036,960,51.9,48.1
ME,Woodland,285,326,46.6,53.4
ME,Woodstock,351,344,50.5,49.5
ME,Woodville,62,61,50.4,49.6
ME,Woolwich,1028,842,55.0,45.0
ME,Yarmouth,3358,2128,61.2,38.8
ME,York,4888,3594,57.6,42.4
MI,Michigan,2561911,2112673,54.8,45.2
MI,Alcona,2462,3571,40.8,59.2
MI,Alger,2212,2329,48.7,51.3
MI,Allegan,19594,29023,40.3,59.7
MI,Alpena,6549,7298,47.3,52.7
MI,Antrim,5107,7917,39.2,60.8
MI,Arenac,3669,4054,47.5,52.5
MI,Baraga,1574,1866,45.8,54.2
MI,Barry,11496,16651,40.8,59.2
MI,Bay,26797,23735,53.0,47.0
MI,Benzie,4683,5071,48.0,52.0
MI,Berrien,33465,38209,46.7,53.3
MI,Branch,6526,9575,40.5,59.5
MI,Calhoun,29270,28338,50.8,49.2
MI,Cass,9587,12660,43.1,56.9
MI,Charlevoix,5936,7997,42.6,57.4
MI,Cheboygan,5829,7284,44.5,55.5
MI,Chippewa,7100,8278,46.2,53.8
MI,Clare,6337,6988,47.6,52.4
MI,Clinton,18187,20630,46.9,53.1
MI,Crawford,2994,3744,44.4,55.6
MI,Delta,8330,9533,46.6,53.4
MI,Dickinson,4952,7688,39.2,60.8
MI,Eaton,27912,26193,51.6,48.4
MI,Emmet,7225,10253,41.3,58.7
MI,Genesee,128972,71807,64.2,35.8
MI,Gladwin,5760,6661,46.4,53.6
MI,Gogebic,4058,3444,54.1,45.9
MI,Grand Traverse,20875,26532,44.0,56.0
MI,Gratiot,7606,8236,48.0,52.0
MI,Hillsdale,7106,11727,37.7,62.3
MI,Houghton,6530,8040,44.8,55.2
MI,Huron,6432,8686,42.5,57.5
MI,Ingham,80903,45365,64.1,35.9
MI,Ionia,11016,14319,43.5,56.5
MI,Iosco,6242,6906,47.5,52.5
MI,Iron,2687,3224,45.5,54.5
MI,Isabella,13038,10800,54.7,45.3
MI,Jackson,32301,36298,47.1,52.9
MI,Kalamazoo,69045,52660,56.7,43.3
MI,Kalkaska,3268,4897,40.0,60.0
MI,Kent,134560,157801,46.0,54.0
MI,Keweenaw,582,774,42.9,57.1
MI,Lake,2752,2487,52.5,47.5
MI,Lapeer,18786,23725,44.2,55.8
MI,Leelanau,6576,7483,46.8,53.2
MI,Lenawee,21774,22351,49.3,50.7
MI,Livingston,37186,60000,38.3,61.7
MI,Luce,951,1501,38.8,61.2
MI,Mackinac,2652,3396,43.8,56.2
MI,Macomb,207992,191896,52.0,48.0
MI,Manistee,6467,5736,53.0,47.0
MI,Marquette,18126,13609,57.1,42.9
MI,Mason,6856,7580,47.5,52.5
MI,Mecosta,7515,9175,45.0,55.0
MI,Menominee,5244,5565,48.5,51.5
MI,Midland,17480,23942,42.2,57.8
MI,Missaukee,2274,4665,32.8,67.2
MI,Monroe,36310,35593,50.5,49.5
MI,Montcalm,11431,13624,45.6,54.4
MI,Montmorency,2049,2928,41.2,58.8
MI,Muskegon,44436,30882,59.0,41.0
MI,Newaygo,8723,12458,41.2,58.8
MI,Oakland,349055,296531,54.1,45.9
MI,Oceana,5063,6239,44.8,55.2
MI,Ogemaw,4791,5437,46.8,53.2
MI,Ontonagon,1585,1906,45.4,54.6
MI,Osceola,3981,6140,39.3,60.7
MI,Oscoda,1654,2308,41.7,58.3
MI,Otsego,4681,7008,40.0,60.0
MI,Ottawa,43068,88503,32.7,67.3
MI,Presque Isle,3192,3794,45.7,54.3
MI,Roscommon,6198,6701,48.1,51.9
MI,Saginaw,54372,42716,56.0,44.0
MI,St. Clair,33845,39076,46.4,53.6
MI,St. Joseph,10106,12975,43.8,56.2
MI,Sanilac,7212,10961,39.7,60.3
MI,Schoolcraft,1865,2142,46.5,53.5
MI,Shiawassee,17197,15962,51.9,48.1
MI,Tuscola,11643,14517,44.5,55.5
MI,Van Buren,16288,16140,50.2,49.8
MI,Washtenaw,120791,56401,68.2,31.8
MI,Wayne,595253,213586,73.6,26.4
MI,Wexford,5717,7972,41.8,58.2
MN,Minnesota,1547668,1321575,53.9,46.1
MN,Aitkin,4412,4533,49.3,50.7
MN,Anoka,88611,93430,48.7,51.3
MN,Becker,6829,9204,42.6,57.4
MN,Beltrami,11818,9637,55.1,44.9
MN,Benton,8173,10849,43.0,57.0
MN,Big Stone,1345,1385,49.3,50.7
MN,Blue Earth,18164,14916,54.9,45.1
MN,Brown,5630,7938,41.5,58.5
MN,Carlton,11389,6586,63.4,36.6
MN,Carver,20745,31155,40.0,60.0
MN,Cass,6858,8957,43.4,56.6
MN,Chippewa,3083,2967,51.0,49.0
MN,Chisago,12524,16227,43.6,56.4
MN,Clay,15210,12920,54.1,45.9
MN,Clearwater,1753,2359,42.6,57.4
MN,Cook,1993,1221,62.0,38.0
MN,Cottonwood,2433,3316,42.3,57.7
MN,Crow Wing,14760,19415,43.2,56.8
MN,Dakota,116252,109514,51.5,48.5
MN,Dodge,4487,5522,44.8,55.2
MN,Douglas,8665,11905,42.1,57.9
MN,Faribault,3407,4104,45.4,54.6
MN,Fillmore,5713,4913,53.8,46.2
MN,Freeborn,9327,6970,57.2,42.8
MN,Goodhue,12212,12986,48.5,51.5
MN,Grant,1647,1748,48.5,51.5
MN,Hennepin,423979,240073,63.8,36.2
MN,Houston,5281,4951,51.6,48.4
MN,Hubbard,4676,6622,41.4,58.6
MN,Isanti,8024,11675,40.7,59.3
MN,Itasca,12852,10500,55.0,45.0
MN,Jackson,2268,3044,42.7,57.3
MN,Kanabec,3586,4319,45.4,54.6
MN,Kandiyohi,9806,11239,46.6,53.4
MN,Kittson,1241,1095,53.1,46.9
MN,Koochiching,3451,2841,54.8,45.2
MN,Lac Qui Parle,1974,1938,50.5,49.5
MN,Lake,4043,2610,60.8,39.2
MN,Lake of the Woods,859,1306,39.7,60.3
MN,Le Sueur,6753,7714,46.7,53.3
MN,Lincoln,1428,1594,47.3,52.7
MN,Lyon,5465,6595,45.3,54.7
MN,McLeod,6970,11069,38.6,61.4
MN,Mahnomen,1276,871,59.4,40.6
MN,Marshall,1854,2380,43.8,56.2
MN,Martin,4054,6657,37.8,62.2
MN,Meeker,4969,6913,41.8,58.2
MN,Mille Lacs,5829,6951,45.6,54.4
MN,Morrison,6153,10159,37.7,62.3
MN,Mower,11129,6938,61.6,38.4
MN,Murray,2160,2504,46.3,53.7
MN,Nicollet,9652,8214,54.0,46.0
MN,Nobles,3793,4581,45.3,54.7
MN,Norman,1730,1384,55.6,44.4
MN,Olmsted,39338,36832,51.6,48.4
MN,Otter Tail,12165,18860,39.2,60.8
MN,Pennington,3024,3304,47.8,52.2
MN,Pine,6750,6845,49.7,50.3
MN,Pipestone,1728,2828,37.9,62.1
MN,Polk,6773,7615,47.1,52.9
MN,Pope,2981,3142,48.7,51.3
MN,Ramsey,184936,86799,68.1,31.9
MN,Red Lake,928,978,48.7,51.3
MN,Redwood,3008,4570,39.7,60.3
MN,Renville,3394,4149,45.0,55.0
MN,Rice,17054,14380,54.3,45.7
MN,Rock,1945,2810,40.9,59.1
MN,Roseau,2772,4409,38.6,61.4
MN,St. Louis,74177,39675,65.2,34.8
MN,Scott,29714,40321,42.4,57.6
MN,Sherburne,17597,27848,38.7,61.3
MN,Sibley,2916,4693,38.3,61.7
MN,Stearns,33552,43015,43.8,56.2
MN,Steele,8706,9903,46.8,53.2
MN,Stevens,2742,2766,49.8,50.2
MN,Swift,2751,2248,55.0,45.0
MN,Todd,4819,6719,41.8,58.2
MN,Traverse,942,860,52.3,47.7
MN,Wabasha,5415,6049,47.2,52.8
MN,Wadena,2492,4143,37.6,62.4
MN,Waseca,4370,5116,46.1,53.9
MN,Washington,70203,69137,50.4,49.6
MN,Watonwan,2494,2517,49.8,50.2
MN,Wilkin,1258,1884,40.0,60.0
MN,Winona,14980,11480,56.6,43.4
MN,Wright,26584,41460,39.1,60.9
MN,Yellow Medicine,2465,2806,46.8,53.2
MO,Missouri,1215031,1478961,45.1,54.9
MO,Adair,4218,5648,42.8,57.2
MO,Andrew,2649,5457,32.7,67.3
MO,Atchison,756,1902,28.4,71.6
MO,Audrain,3538,6186,36.4,63.6
MO,Barry,3667,9832,27.2,72.8
MO,Barton,1232,4416,21.8,78.2
MO,Bates,2557,5020,33.7,66.3
MO,Benton,2925,6069,32.5,67.5
MO,Bollinger,1213,4094,22.9,77.1
MO,Boone,39782,37343,51.6,48.4
MO,Buchanan,15594,18660,45.5,54.5
MO,Butler,4363,12248,26.3,73.7
MO,Caldwell,1313,2724,32.5,67.5
MO,Callaway,6070,11742,34.1,65.9
MO,Camden,6458,15089,30.0,70.0
MO,Cape Girardeau,9713,25343,27.7,72.3
MO,Carroll,1154,3072,27.3,72.7
MO,Carter,754,1978,27.6,72.4
MO,Cass,17044,30912,35.5,64.5
MO,Cedar,1536,4375,26.0,74.0
MO,Chariton,1339,2402,35.8,64.2
MO,Christian,9809,27465,26.3,73.7
MO,Clark,1398,1730,44.7,55.3
MO,Clay,47250,56131,45.7,54.3
MO,Clinton,3685,5904,38.4,61.6
MO,Cole,12003,24488,32.9,67.1
MO,Cooper,2474,4887,33.6,66.4
MO,Crawford,2951,6434,31.4,68.6
MO,Dade,939,2895,24.5,75.5
MO,Dallas,2122,4992,29.8,70.2
MO,Daviess,1124,2282,33.0,67.0
MO,DeKalb,1194,3056,28.1,71.9
MO,Dent,1585,4883,24.5,75.5
MO,Douglas,1709,4649,26.9,73.1
MO,Dunklin,3635,6849,34.7,65.3
MO,Franklin,16294,29271,35.8,64.2
MO,Gasconade,2099,4895,30.0,70.0
MO,Gentry,937,1986,32.1,67.9
MO,Greene,46130,76786,37.5,62.5
MO,Grundy,1212,3030,28.6,71.4
MO,Harrison,984,2624,27.3,72.7
MO,Henry,3604,6229,36.7,63.3
MO,Hickory,1733,2835,37.9,62.1
MO,Holt,551,1725,24.2,75.8
MO,Howard,1722,3012,36.4,63.6
MO,Howell,4393,11541,27.6,72.4
MO,Iron,1669,2252,42.6,57.4
MO,Jackson,180100,121891,59.6,40.4
MO,Jasper,12808,31345,29.0,71.0
MO,Jefferson,41570,53973,43.5,56.5
MO,Johnson,7661,12750,37.5,62.5
MO,Knox,698,1205,36.7,63.3
MO,LaClede,4093,10934,27.2,72.8
MO,Lafayette,5650,9800,36.6,63.4
MO,Lawrence,4014,11417,26.0,74.0
MO,Lewis,1507,2677,36.0,64.0
MO,Lincoln,7733,14330,35.0,65.0
MO,Linn,2031,3331,37.9,62.1
MO,Livingston,1906,4006,32.2,67.8
MO,McDonald,1920,5694,25.2,74.8
MO,Macon,2309,4700,32.9,67.1
MO,Madison,1588,3227,33.0,67.0
MO,Maries,1299,3165,29.1,70.9
MO,Marion,4034,7926,33.7,66.3
MO,Mercer,353,1255,22.0,78.0
MO,Miller,2651,8099,24.7,75.3
MO,Mississippi,1857,2996,38.3,61.7
MO,Moniteau,1608,4703,25.5,74.5
MO,Monroe,1398,2564,35.3,64.7
MO,Montgomery,1734,3486,33.2,66.8
MO,Morgan,2773,5733,32.6,67.4
MO,New Madrid,2814,4284,39.6,60.4
MO,Newton,6425,18179,26.1,73.9
MO,Nodaway,3172,5593,36.2,63.8
MO,Oregon,1419,2886,33.0,67.0
MO,Osage,1472,5330,21.6,78.4
MO,Ozark,1261,3080,29.0,71.0
MO,Pemiscot,2671,3596,42.6,57.4
MO,Perry,2184,5669,27.8,72.2
MO,Pettis,5902,10840,35.3,64.7
MO,Phelps,5798,11893,32.8,67.2
MO,Pike,2581,4576,36.1,63.9
MO,Platte,19171,25617,42.8,57.2
MO,Polk,3580,9252,27.9,72.1
MO,Pulaski,4199,9092,31.6,68.4
MO,Putnam,587,1673,26.0,74.0
MO,Ralls,1736,3231,35.0,65.0
MO,Randolph,3031,6667,31.3,68.7
MO,Ray,4264,5805,42.3,57.7
MO,Reynolds,1155,1927,37.5,62.5
MO,Ripley,1396,3743,27.2,72.8
MO,St. Charles,71798,110732,39.3,60.7
MO,St. Clair,1460,3019,32.6,67.4
MO,St. Francois,8837,13248,40.0,60.0
MO,St. Louis County,294735,223102,56.9,43.1
MO,St. Louis City,116654,22617,83.8,16.2
MO,Ste. Genevieve,3813,4055,48.5,51.5
MO,Saline,3785,5096,42.6,57.4
MO,Schuyler,697,1174,37.3,62.7
MO,Scotland,643,1246,34.0,66.0
MO,Scott,5122,11623,30.6,69.4
MO,Shannon,1300,2260,36.5,63.5
MO,Shelby,966,2188,30.6,69.4
MO,Stoddard,3153,9496,24.9,75.1
MO,Stone,3920,11780,25.0,75.0
MO,Sullivan,908,1610,36.1,63.9
MO,Taney,5462,15713,25.8,74.2
MO,Texas,2871,7618,27.4,72.6
MO,Vernon,2580,5756,31.0,69.0
MO,Warren,5219,9150,36.3,63.7
MO,Washington,3402,5008,40.5,59.5
MO,Wayne,1811,3790,32.3,67.7
MO,Webster,4407,10702,29.2,70.8
MO,Worth,341,664,33.9,66.1
MO,Wright,1953,5831,25.1,74.9
MS,Mississippi,528260,674302,43.9,56.1
MS,Adams,7999,5542,59.1,40.9
MS,Alcorn,3449,11027,23.8,76.2
MS,Amite,3218,4393,42.3,57.7
MS,Attala,3368,4452,43.1,56.9
MS,Benton,2026,2030,50.0,50.0
MS,Bolivar,9772,4346,69.2,30.8
MS,Calhoun,2250,3961,36.2,63.8
MS,Carroll,1990,3953,33.5,66.5
MS,Chickasaw,3914,3601,52.1,47.9
MS,Choctaw,1283,2533,33.6,66.4
MS,Claiborne,4633,608,88.4,11.6
MS,Clarke,2695,4415,37.9,62.1
MS,Clay,5860,3735,61.1,38.9
MS,Coahoma,7164,2356,75.3,24.7
MS,Copiah,7201,5714,55.8,44.2
MS,Covington,3800,5282,41.8,58.2
MS,DeSoto,20979,42399,33.1,66.9
MS,Forrest,12079,15339,44.1,55.9
MS,Franklin,1706,2705,38.7,61.3
MS,George,1352,8353,13.9,86.1
MS,Greene,1325,4528,22.6,77.4
MS,Grenada,5279,5980,46.9,53.1
MS,Hancock,3879,12859,23.2,76.8
MS,Harrison,22242,38646,36.5,63.5
MS,Hinds,70512,26450,72.7,27.3
MS,Holmes,6775,1264,84.3,15.7
MS,Humphreys,3399,1069,76.1,23.9
MS,Issaquena,479,302,61.3,38.7
MS,Itawamba,1599,6925,18.8,81.2
MS,Jackson,15452,33262,31.7,68.3
MS,Jasper,5097,4193,54.9,45.1
MS,Jefferson,3508,431,89.1,10.9
MS,Jeff Davis,4094,2439,62.7,37.3
MS,Jones,9146,20635,30.7,69.3
MS,Kemper,3239,1789,64.4,35.6
MS,Lafayette,7098,9772,42.1,57.9
MS,Lamar,5037,17472,22.4,77.6
MS,Lauderdale,12642,17322,42.2,57.8
MS,Lawrence,2394,4153,36.6,63.4
MS,Leake,3599,4283,45.7,54.3
MS,Lee,12043,22004,35.4,64.6
MS,Leflore,8423,3115,73.0,27.0
MS,Lincoln,4879,9333,34.3,65.7
MS,Lowndes,12037,12399,49.3,50.7
MS,Madison,20722,28507,42.1,57.9
MS,Marion,3833,7118,35.0,65.0
MS,Marshall,9581,6444,59.8,40.2
MS,Monroe,6990,9661,42.0,58.0
MS,Montgomery,2245,2543,46.9,53.1
MS,Neshoba,3030,7772,28.1,71.9
MS,Newton,3069,5909,34.2,65.8
MS,Noxubee,4920,1325,78.8,21.2
MS,Oktibbeha,8030,7728,51.0,49.0
MS,Panola,9079,7629,54.3,45.7
MS,Pearl River,3813,15836,19.4,80.6
MS,Perry,1519,4110,27.0,73.0
MS,Pike,9304,7986,53.8,46.2
MS,Pontotoc,2785,9403,22.9,77.1
MS,Prentiss,2817,7075,28.5,71.5
MS,Quitman,2837,1116,71.8,28.2
MS,Rankin,14425,46318,23.7,76.3
