Text,country_code ,followers_count,friends_count,link ,type,coordinates,City,State,posted_time,epoch_time,real_name ,statuses_count ,tweet_url ,
"@tim_cato Man, don't show him my work. Reg season WAR/48 since '80, Dirk 15th overall, Kobe 17th. http://t.co/Hu7R6dQdbe @mcuban #analytics ",United States,677,669,http://twitter.com/Hoops_Nerd/statuses/544646032659726336,Polygon,"-97.186747, 32.530958; -97.186747, 32.616182; -97.046821, 32.616182; -97.046821, 32.530958",Mansfield,TX,12/16/2014 0:11,1418688660,Dan Dickey,2877,http://hoopsnerd.com/?page_id=460,
@CubanoLibre51 @rodrzaguilo13 y que en Venezuela tienen un maduro y en pr un tostón ,United States,522,1220,http://twitter.com/perezmannya/statuses/544647248286457856,Polygon,"-81.442112, 28.450553; -81.442112, 28.487021; -81.396669, 28.487021; -81.396669, 28.450553",Oak Ridge,FL,12/16/2014 0:16,1418688960,Manuel Perez,3161,,
"@Draft2Dynasty @sswitch915 Cuba, international as a whole. ",United States,512,1997,http://twitter.com/LittleRegion/statuses/544648089026699264,Polygon,"-79.76259, 40.477383; -79.76259, 45.015851; -71.777492, 45.015851; -71.777492, 40.477383",New York,US,12/16/2014 0:19,1418689140,LL Cool Bae,25053,,
The Cuban Swissle Crisis #CheesyWorldHistory ,United States,79,426,http://twitter.com/destinnoak/statuses/544649552112807936,Polygon,"-95.438435, 29.497739; -95.438435, 29.59803; -95.215364, 29.59803; -95.215364, 29.497739",Pearland,TX,12/16/2014 0:25,1418689500,Destin Noak,348,,
Fake #Colombia terror grp. #FARC talks part of Cuban regime efforts for removal from @StateDeptCT state sponsor of terror list @YleemPoblete ,United States,945,989,http://twitter.com/JasonPoblete/statuses/544651132564688896,Polygon,"-77.172219, 38.827378; -77.172219, 38.934311; -77.031779, 38.934311; -77.031779, 38.827378",Arlington,VA,12/16/2014 0:32,1418689920,jasonpoblete,9560,,
"@Cubano221 I legit did this dance, ""releasing the demons"" style ",United States,66,105,http://twitter.com/theadamguy/statuses/544651710845550592,Polygon,"-105.109815, 39.614151; -105.109815, 39.812975; -104.734372, 39.812975; -104.734372, 39.614151",Denver,CO,12/16/2014 0:34,1418690040,Adam Phillips,1130,,
http://t.co/XyN2IobMbA ,United States,120,121,http://twitter.com/arriaga_ed/statuses/544653049063821312,Polygon,"-66.125093, 18.29645; -66.125093, 18.471881; -65.991643, 18.471881; -65.991643, 18.29645",San Juan,Puerto Rico,12/16/2014 0:39,1418690340,Ed.  Arriaga,524,http://blogwikicuba.blogspot.com/2014/10/version-cubana-de-la-cancion-happy.html,
"... a Cuban/Irish chef raised in Puerto Rico, their monfongo is amazing! #rocktheworld!... https://t.co/PbTR2X2Eib http://t.co/sMOSXmO5cx ",United States,117612,118100,http://twitter.com/loriruff/statuses/544653842663874560,Polygon,"-80.321683, 25.7090404; -80.321683, 25.855667; -80.144974, 25.855667; -80.144974, 25.7090404",Miami,FL,12/16/2014 0:42,1418690520,Lori Ruff,32552,http://twitter.com/loriruff/status/544653842663874560/photo/1; https://www.swarmapp.com/c/gCkotJmJNQv,
"El #atleta cubano necesita ser #elite para poder vivir en su sociedad, en PR un atleta no tiene ésa misma necesidad @LaGarataMega @Xiomara9 ",United States,173,525,http://twitter.com/Oma_HJ/statuses/544654620178796544,Polygon,"-67.998752, 17.83151; -67.998752, 18.568; -65.168504, 18.568; -65.168504, 17.83151",Puerto Rico,US,12/16/2014 0:45,1418690700,Coach Camacho,4902,,
"Nice try, Kmart. I've never been preggo but I don't think dancing in a tank top is high on the priority list when you're incubating a human ",United States,547,589,http://twitter.com/PandaVike22/statuses/544655361710784512,Polygon,"-93.3298112, 44.716911; -93.3298112, 44.828464; -93.222028, 44.828464; -93.222028, 44.716911",Burnsville,MN,12/16/2014 0:48,1418690880,Erin,13538,,
@cubanpizza lmao I start work at 5:30 so I don't think I have time ???? ,United States,406,266,http://twitter.com/alexanduruh/statuses/544657121569030145,Polygon,"-121.576613, 38.43792; -121.576613, 38.685512; -121.362715, 38.685512; -121.362715, 38.43792",Sacramento,CA,12/16/2014 0:55,1418691300,? alexandra scott ?,11452,,
I hope @CubanCigarr enjoys my Christmas gift to him! ,United States,4983,4630,http://twitter.com/ESSENCE_OF_SEAN/statuses/544657681806794753,Polygon,"-97.034184, 32.771786; -97.034184, 32.956048; -96.888782, 32.956048; -96.888782, 32.771786",Irving,TX,12/16/2014 0:58,1418691480,ICONIC SHOW: JAN 4TH,258184,,
Pregame Grub! #cafecito #Cubano #palomilla #exoticasalad #myfab5 #chicagofoodlord #Chicago @ Cafecito http://t.co/0bTstBX5F2 ,United States,172,257,http://twitter.com/nazyjoon25/statuses/544659854087188480,Polygon,"-87.940033, 41.644102; -87.940033, 42.0230669; -87.523993, 42.0230669; -87.523993, 41.644102",Chicago,IL,12/16/2014 1:06,1418691960,~Nazy~,3804,http://instagram.com/p/wpgfYWrFk2/,
@iswanTheHill Cruz is a testament to what a Cuban-Canadian anchor baby can do in the United States given enough hateful rhetoric and money. ,United States,15,51,http://twitter.com/MikeyMooseNC/statuses/544660679312289792,Polygon,"-80.073291, 35.911849; -80.073291, 36.07826; -79.9174263, 36.07826; -79.9174263, 35.911849",High Point,NC,12/16/2014 1:09,1418692140,Michael Morton,834,,
I wanna scuba dive with sharks ,United States,584,422,http://twitter.com/RyanHansen313/statuses/544661932742299648,Polygon,"-84.816945, 43.553246; -84.816945, 43.63446; -84.7274069, 43.63446; -84.7274069, 43.553246",Mount Pleasant,MI,12/16/2014 1:14,1418692440,Ryan Hansen,6067,,
http://t.co/TjSdXpk8Tt ,United States,1692,1468,http://twitter.com/OlguitaForero/statuses/544662186023743489,Polygon,"-82.369079, 27.755502; -82.369079, 27.899232; -82.2443655, 27.899232; -82.2443655, 27.755502",Riverview,FL,12/16/2014 1:15,1418692500,OLGUIFORERO,16924,http://www.baracuteycubano.blogspot.com/2014/12/el-centro-de-inteligencia-que-la-habana.html?m=1,
@_HaydeVargas I think it was a Cuban who got shot and killed by a black dude ???? ,United States,517,371,http://twitter.com/_Jorgitoooo_/statuses/544662932614025216,Polygon,"-104.053515, 39.999719; -104.053515, 43.001708; -95.30829, 43.001708; -95.30829, 39.999719",Nebraska,US,12/16/2014 1:18,1418692680,Jorgitoooo?,7517,,
“@greatosaka: @ScubaSaruba you're still on that shit?! ????” lmao yeah you missing out ,United States,506,476,http://twitter.com/ScubaSaruba/statuses/544667109884964864,Polygon,"-76.451006, 36.989568; -76.451006, 37.112225; -76.273546, 37.112225; -76.273546, 36.989568",Hampton,VA,12/16/2014 1:35,1418693700,...zak,9952,,
@ncuban2727 @CMF28 @bean_estrada killed it?? ,United States,621,398,http://twitter.com/rileey_anne/statuses/544667261249007616,Polygon,"-88.025768, 41.4651769; -88.025768, 41.556728; -87.906466, 41.556728; -87.906466, 41.4651769",New Lenox,IL,12/16/2014 1:36,1418693760,riley,11999,,
I'm curious @mcuban have you looked into #biohacking from a business perspective? Any thoughts? http://t.co/TsGK7622tV ,United States,1720,1779,http://twitter.com/RyanBethencourt/statuses/544668040642572288,Polygon,"-122.34266, 37.699279; -122.34266, 37.8847092; -122.114711, 37.8847092; -122.114711, 37.699279",Oakland,CA,12/16/2014 1:39,1418693940,Ryan Bethencourt,5722,http://www.fastcolabs.com/3039707/biocoding-for-beginners,
"Oh pop'em w/ organic butter RT ""@sacca: @mcuban @pmarca The heavyweights are out tonight. Grabbing the popcorn."" ",United States,495,602,http://twitter.com/prtkgpt/statuses/544668293278470144,Polygon,"-122.34266, 37.699279; -122.34266, 37.8847092; -122.114711, 37.8847092; -122.114711, 37.699279",Oakland,CA,12/16/2014 1:40,1418694000,Prateek Gupta,7876,,
"?? (@ Rumba Cubana in Guttenberg, NJ) https://t.co/uDMc3pBfEk ",United States,485,410,http://twitter.com/_mylifeasgabbi/statuses/544669036186202112,Polygon,"-74.015657, 40.788742; -74.015657, 40.79885; -73.996756, 40.79885; -73.996756, 40.788742",Guttenberg,NJ,12/16/2014 1:43,1418694180,gdubs ?,77103,https://www.swarmapp.com/c/ifeJDM6Cp8Z,
“@greatosaka: @ScubaSaruba YOU WON'T DO ANYTHING.” ???? go to sleep ,United States,506,476,http://twitter.com/ScubaSaruba/statuses/544669020692439040,Polygon,"-76.451006, 36.989568; -76.451006, 37.112225; -76.273546, 37.112225; -76.273546, 36.989568",Hampton,VA,12/16/2014 1:43,1418694180,...zak,9954,,
Proceso de paz interesa a espías Cubanos en Colombia ,United States,263,120,http://twitter.com/Serg_Ovalle/statuses/544669946123657216,Polygon,"-80.41729, 25.780974; -80.41729, 25.870313; -80.3210162, 25.870313; -80.3210162, 25.780974",Doral,FL,12/16/2014 1:46,1418694360,Sergio Andres,5598,,
wearin baes sweatshirt tomorrow @ncuban2727 ,United States,621,398,http://twitter.com/rileey_anne/statuses/544670627630940161,Polygon,"-88.025768, 41.4651769; -88.025768, 41.556728; -87.906466, 41.556728; -87.906466, 41.4651769",New Lenox,IL,12/16/2014 1:49,1418694540,riley,12005,,
Ain't Got No Knife in My Hand But I'm Chopping It Up With My Niggas From Cuba . ,United States,927,425,http://twitter.com/Zacc_Minaj/statuses/544670903125409794,Polygon,"-106.645646, 25.837092; -106.645646, 36.500695; -93.508131, 36.500695; -93.508131, 25.837092",Texas,US,12/16/2014 1:50,1418694600,12.15.14,46474,,
Already miss Tally and these people. Love/hate relationship with winter break #LilCuban #niece #banger… http://t.co/VCVZSjVIUp ,United States,287,168,http://twitter.com/baili26/statuses/544671013158801408,Polygon,"-87.634643, 24.396308; -87.634643, 31.001056; -79.974307, 31.001056; -79.974307, 24.396308",Florida,US,12/16/2014 1:51,1418694660,Baili McDonald,5877,http://instagram.com/p/wplkJZwp8_/,
"@MaElviraSalazar @YouTube Régimen cubano en Colombia ya, con complicidad de nuestro presidente, un bandido que quiere forzar una paz falsa. ",United States,51,109,http://twitter.com/camiloarmy/statuses/544671517620330496,Polygon,"-80.1955611, 26.206136; -80.1955611, 26.2976539; -80.0817297, 26.2976539; -80.0817297, 26.206136",Pompano Beach,FL,12/16/2014 1:53,1418694780,Camilo Giraldo,461,,
“@zCuban: @Kennfrank6 bye. Delete. NOPE.” ???????? bask in the days ,United States,2559,925,http://twitter.com/Kennfrank6/statuses/544673167214936064,Polygon,"-97.233811, 32.586565; -97.233811, 32.817135; -97.037464, 32.817135; -97.037464, 32.586565",Arlington,TX,12/16/2014 1:59,1418695140,ken ken,11992,,
"I can make cocaine ??, i just fell inlove with a cuban ???? ",United States,1928,1398,http://twitter.com/GloGirlNieca/statuses/544673745273901057,Polygon,"-85.224667, 32.752675; -85.224667, 32.856282; -85.140283, 32.856282; -85.140283, 32.752675",Valley,AL,12/16/2014 2:01,1418695260,nieca gross ??,74888,,
@zCuban @VB_Ovto stuffed? ,United States,2559,925,http://twitter.com/Kennfrank6/statuses/544673956654231553,Polygon,"-97.233811, 32.586565; -97.233811, 32.817135; -97.037464, 32.817135; -97.037464, 32.586565",Arlington,TX,12/16/2014 2:02,1418695320,ken ken,11993,,
@zCuban @VB_Ovto ???? we love you ,United States,2559,925,http://twitter.com/Kennfrank6/statuses/544674070768668672,Polygon,"-97.233811, 32.586565; -97.233811, 32.817135; -97.037464, 32.817135; -97.037464, 32.586565",Arlington,TX,12/16/2014 2:03,1418695380,ken ken,11994,,
@VB_Ovto @zCuban yall are childish?? ,United States,2559,925,http://twitter.com/Kennfrank6/statuses/544674962947047424,Polygon,"-97.233811, 32.586565; -97.233811, 32.817135; -97.037464, 32.817135; -97.037464, 32.586565",Arlington,TX,12/16/2014 2:06,1418695560,ken ken,11997,,
“@zCuban: @VB_Ovto @Kennfrank6 youre just mad I pulled in 8th grade?? as you can tell” BOY. ,United States,2559,925,http://twitter.com/Kennfrank6/statuses/544675330859233280,Polygon,"-97.233811, 32.586565; -97.233811, 32.817135; -97.037464, 32.817135; -97.037464, 32.586565",Arlington,TX,12/16/2014 2:08,1418695680,ken ken,11998,,
@VB_Ovto @zCuban BOY WHY YOUR FOREHEAD THE SIZE OF AN IPHONE 6+?????? ,United States,2559,925,http://twitter.com/Kennfrank6/statuses/544675659893985282,Polygon,"-97.233811, 32.586565; -97.233811, 32.817135; -97.037464, 32.817135; -97.037464, 32.586565",Arlington,TX,12/16/2014 2:09,1418695740,ken ken,11999,,
“@VB_Ovto: @Kennfrank6 @zCuban oh ken don't get ripped up either” ?? please ,United States,2559,925,http://twitter.com/Kennfrank6/statuses/544675793600004097,Polygon,"-97.233811, 32.586565; -97.233811, 32.817135; -97.037464, 32.817135; -97.037464, 32.586565",Arlington,TX,12/16/2014 2:10,1418695800,ken ken,12000,,
“@VB_Ovto: @Kennfrank6 @zCuban but it doesn't matter! You still think I'm cute ????” ya thought ,United States,2560,925,http://twitter.com/Kennfrank6/statuses/544676054577971200,Polygon,"-97.233811, 32.586565; -97.233811, 32.817135; -97.037464, 32.817135; -97.037464, 32.586565",Arlington,TX,12/16/2014 2:11,1418695860,ken ken,12004,,
"Open letter from introverts.(Note: #7 does not apply to Cuban introverts - they do like clubs, crowds, and parties.) http://t.co/KWkyQumDcJ ",United States,396,398,http://twitter.com/star440/statuses/544678995321978881,Polygon,"-73.962582, 40.541722; -73.962582, 40.8000371; -73.699793, 40.8000371; -73.699793, 40.541722",Queens,NY,12/16/2014 2:22,1418696520,Nany,2109,http://www.lifehack.org/articles/communication/open-letter-from-introverts.html?mid=20141215&ref=mail&uid=163504&feq=weekly,
Getting all fired up with @305cafecito tonight (@ Sergio's Coral Way - @sergioscuban) https://t.co/u2MN3b6pUB http://t.co/GBzAF6SsyD ,United States,4840,5024,http://twitter.com/grantstern/statuses/544678878783209472,Polygon,"-80.321683, 25.7090404; -80.321683, 25.855667; -80.144974, 25.855667; -80.144974, 25.7090404",Miami,FL,12/16/2014 2:22,1418696520,Grant Stern,39703,https://www.swarmapp.com/c/aD8vR7sNmdc; http://twitter.com/grantstern/status/544678878783209472/photo/1,
"""Yes we are interested in Cubans."" -Terry Ryan #lolz ",United States,341,794,http://twitter.com/magranger/statuses/544681540996059136,Polygon,"-93.329148, 44.889964; -93.329148, 45.051257; -93.194578, 45.051257; -93.194578, 44.889964",Minneapolis,MN,12/16/2014 2:32,1418697120,Megan Granger,9129,,
@badsushichef @mirahwood @ekeog @Thinkpieceur everett if you're going to Cuba and have a day I'll meet you at the airport in stx ,United States,570,1556,http://twitter.com/djfilippone/statuses/544683008838860800,Polygon,"-65.159095, 17.623468; -65.159095, 18.464984; -64.512674, 18.464984; -64.512674, 17.623468",Virgin Islands,US,12/16/2014 2:38,1418697480,Yule Styxy,24746,,
@scubasteve4289 @Matmenpodcast needs to turn on the miz. For a wrestlemania match everyone would want to see ,United States,186,343,http://twitter.com/davidcslavicojr/statuses/544682920443924480,Polygon,"-74.467407, 39.342291; -74.467407, 39.386729; -74.40702, 39.386729; -74.40702, 39.342291",Atlantic City,NJ,12/16/2014 2:38,1418697480,david c slavico jr,4088,,
"@Thinkpieceur @badsushichef @mirahwood @ekeog that's still awesome, I want to go to Cuba ",United States,570,1556,http://twitter.com/djfilippone/statuses/544683944093163520,Polygon,"-65.159095, 17.623468; -65.159095, 18.464984; -64.512674, 18.464984; -64.512674, 17.623468",Virgin Islands,US,12/16/2014 2:42,1418697720,Yule Styxy,24748,,
$1Tacos steak pork or chicken! Until midnight !@ECUBananaMan @ECUSquirrels @ECUdrunks @ECULatinos @thefakebloo http://t.co/4kIy5jSf0C ,United States,37184,1493,http://twitter.com/ECUVillaVerde/statuses/544685246273564672,Polygon,"-82.434848, 34.687331; -82.434848, 35.662316; -77.2986798, 35.662316; -77.2986798, 34.687331",Greenville,NC,12/16/2014 2:47,1418698020,VillaVerdeECU,298,http://twitter.com/ECUVillaVerde/status/544685246273564672/photo/1,
watchin the game from home #gcubasketball http://t.co/7natWHsF59 ,United States,176,145,http://twitter.com/alexis_zelenee/statuses/544686363925164032,Polygon,"-117.834663, 34.0182828; -117.834663, 34.1126181; -117.7111706, 34.1126181; -117.7111706, 34.0182828",Pomona,CA,12/16/2014 2:52,1418698320,xolexo,7830,http://twitter.com/alexis_zelenee/status/544686363925164032/photo/1,
"Easy ladies, just another day at work. @ Cuban Pete's Mojito Lounge http://t.co/zyuKBS01Gr ",United States,276,616,http://twitter.com/ACEOFCLUBSLBC/statuses/544689364262219776,Polygon,"-118.250227, 33.732905; -118.250227, 33.885438; -118.0631938, 33.885438; -118.0631938, 33.732905",Long Beach,CA,12/16/2014 3:03,1418698980,Ace Castellanos,1688,http://instagram.com/p/wpt6P3N8fQ/,
@avnumber9 That's what they called themselves including Castro in Cuba. ,United States,3652,3107,http://twitter.com/FactsVsOpinion/statuses/544689209123299328,Polygon,"-80.147162, 25.7613083; -80.147162, 25.872623; -80.1187628, 25.872623; -80.1187628, 25.7613083",Miami Beach,FL,12/16/2014 3:03,1418698980,Lourdes Fernandez,129205,,
Come get some booze already! @ Cuban Pete's Mojito Lounge http://t.co/YpZ3o8GPBv ,United States,276,616,http://twitter.com/ACEOFCLUBSLBC/statuses/544689834334642176,Polygon,"-118.250227, 33.732905; -118.250227, 33.885438; -118.0631938, 33.885438; -118.0631938, 33.732905",Long Beach,CA,12/16/2014 3:05,1418699100,Ace Castellanos,1689,http://instagram.com/p/wpuH7Ut8fn/,
Who needs cocaine when you have Cuban coffee? @ProblemasCubano ,United States,261,292,http://twitter.com/UltraGoogle/statuses/544689819226767360,Polygon,"-85.677333, 38.0813285; -85.677333, 38.167269; -85.61289, 38.167269; -85.61289, 38.0813285",Highview,KY,12/16/2014 3:05,1418699100,Andy,19361,,
"Señor perdona a los boricuas, dominicanos y cubanos que comen el arroz moro ""ligado con caraotas"" y un cambur al lado... Si no, no comen. ",United States,1058,798,http://twitter.com/Javier_Jaimes/statuses/544690061779165184,Polygon,"-82.527472, 27.996725; -82.527472, 28.037298; -82.485096, 28.037298; -82.485096, 27.996725",Egypt Lake-Leto,FL,12/16/2014 3:06,1418699160,Javier Jaimes??,71931,,
@K_R_Y_S_7_A_L Still bigger than mine!! I'm a sad excuse for a Cuban. ,United States,2280,2470,http://twitter.com/Janella_Dubois/statuses/544690977844494337,Polygon,"-74.045819, 40.750571; -74.045819, 40.782669; -74.0148147, 40.782669; -74.0148147, 40.750571",Union City,NJ,12/16/2014 3:10,1418699400,Janella,21574,,
EL BURRO VOLVIO A METER LA PATA EN CUBA DICE HOY 14 d Abril y ESTAMOS en DICIEMBRE BRUTO burro go home http://t.co/jAieA3o98s ,United States,2623,2868,http://twitter.com/Salomonces/statuses/544691855154495488,Polygon,"-73.962582, 40.541722; -73.962582, 40.8000371; -73.699793, 40.8000371; -73.699793, 40.541722",Queens,NY,12/16/2014 3:13,1418699580,COMUNISMO BASURA,35328,http://twitter.com/Salomonces/status/544691855154495488/photo/1,
“@cubanconnect_: coco getting ready for work ???? http://t.co/U1j5fCqJwg” luh dis ,United States,175,168,http://twitter.com/evelisseee_/statuses/544696038712692737,Polygon,"-73.962582, 40.541722; -73.962582, 40.8000371; -73.699793, 40.8000371; -73.699793, 40.541722",Queens,NY,12/16/2014 3:30,1418700600,?,4700,http://twitter.com/cubanconnect_/status/544598860090605568/photo/1,
“@yoanisanchez: Ritter y @TedHenken analizan el #bloqueo interno contra emprendedores en #Cuba http://t.co/j3KASvo76H” @GrupoCaiman @Yusnaby ,United States,67639,65738,http://twitter.com/geopolytica/statuses/544697339227930625,Polygon,"-87.634643, 24.396308; -87.634643, 31.001056; -79.974307, 31.001056; -79.974307, 24.396308",Florida,US,12/16/2014 3:35,1418700900,George C.,138670,http://www.14ymedio.com/opinion/Abajo-bloqueo-emprendedores-Habana-Washington_0_1687031299.html,
#Ojeda's Bakery / http://t.co/MhqpVnSHoD I love their Cuban sandwiches and pastelitos http://t.co/aflU3A3Sk8 ,United States,3054,932,http://twitter.com/dine_here/statuses/544697701095710720,Polygon,"-82.6398828, 28.4336714; -82.6398828, 28.534024; -82.428825, 28.534024; -82.428825, 28.4336714",Spring Hill,FL,12/16/2014 3:37,1418701020,DineHere.us,137267,http://ojedasbakery.dinehere.us/?review=5732; http://twitter.com/dine_here/status/544697701095710720/photo/1,
@DameBatts Cuba where you been? ,United States,4326,2672,http://twitter.com/Takeem_/statuses/544697698121973760,Polygon,"-84.32187, 33.752879; -84.32187, 36.588118; -75.40012, 36.588118; -75.40012, 33.752879",North Carolina,US,12/16/2014 3:37,1418701020,AINTNOSORRYBITCH,17116,,
@Cubansuperman @jamiehrice stop ,United States,197,194,http://twitter.com/chichoncho/statuses/544699055428100096,Polygon,"-80.248975, 25.9862279; -80.248975, 26.093132; -80.107808, 26.093132; -80.107808, 25.9862279",Hollywood,FL,12/16/2014 3:42,1418701320,Zach,13689,,
Women have uteruses to incubate life. I incubated 3 and they are a blessing! #women #uterus #incubate #life ,United States,317,788,http://twitter.com/RFalcon74/statuses/544700486788866048,Polygon,"-74.292392, 40.499466; -74.292392, 40.543459; -74.250015, 40.543459; -74.250015, 40.499466",Perth Amboy,NJ,12/16/2014 3:48,1418701680,Ramonita,7123,,
THAT DUDE FROM THE BUILD A BEAR COMMERCIAL LOOKS LIKE CUBA GOODING JR.! ,United States,442,435,http://twitter.com/GreatKingLuis/statuses/544703606780211200,Polygon,"-117.457382, 33.966021; -117.457382, 34.034229; -117.367428, 34.034229; -117.367428, 33.966021",Rubidoux,CA,12/16/2014 4:00,1418702400,Luis Macias,24022,,
@ScubaSteve864 bad boys! I'll help ,United States,1259,925,http://twitter.com/SirSeminole95/statuses/544706029087637504,Polygon,"-84.185072, 36.060303; -84.185072, 36.141741; -84.094339, 36.141741; -84.094339, 36.060303",Clinton,TN,12/16/2014 4:10,1418703000,FSU:13-0 Cincy:9-4-1,75528,,
"@ScubaSteve864 @thompson_eddie ""YOU EVER LOVED ON A MAN BEFORE?"" ",United States,1260,925,http://twitter.com/SirSeminole95/statuses/544707177999773696,Polygon,"-84.185072, 36.060303; -84.185072, 36.141741; -84.094339, 36.141741; -84.094339, 36.060303",Clinton,TN,12/16/2014 4:14,1418703240,FSU:13-0 Cincy:9-4-1,75530,,
@barbaritarucuru  todos los funcionarios en el mundo que a ellos les interesan están bajo el ojo maligno de la inteligencia Cubana y Rusa ,United States,92,286,http://twitter.com/penatecb/statuses/544708499281047552,Polygon,"-80.4469693, 25.595373; -80.4469693, 25.626356; -80.4092952, 25.626356; -80.4092952, 25.595373",Richmond West,FL,12/16/2014 4:20,1418703600,Carlos B. Perez Sr.,1009,,
@Rabsmama but didn't call Mark Cuban a whore for doing the same thing... being a sophisticated business man who knows the value of his brand ,United States,2259,190,http://twitter.com/SofiaStanley/statuses/544710571979862017,Polygon,"-118.668404, 33.704538; -118.668404, 34.337041; -118.155409, 34.337041; -118.155409, 33.704538",Los Angeles,CA,12/16/2014 4:28,1418704080,Sofia Stanley,13014,,
#VenezuelaSinMordaza #CubaLibre #abajoraulasesino #Comunismo es #Terrorismo #Cuba #Venezuela ,United States,2614,2855,http://twitter.com/Cubanitoray2005/statuses/544711405438791680,Polygon,"-87.634643, 24.396308; -87.634643, 31.001056; -79.974307, 31.001056; -79.974307, 24.396308",Florida,US,12/16/2014 4:31,1418704260,Janray Montes De Oca,31168,,
#nowsmoking @boulderbeerco Shake Chocolate Porter #nowsmoking my B&amp;B Arnold by remembercubacigar @ B &amp;… http://t.co/SHrzNm8A0J ,United States,150,208,http://twitter.com/thecspotllc/statuses/544713481501814785,Polygon,"-77.601044, 37.447046; -77.601044, 37.61272; -77.385297, 37.61272; -77.385297, 37.447046",Richmond,VA,12/16/2014 4:39,1418704740,"The C Spot, LLC",1398,http://instagram.com/p/wp44IwjG-8/,
@cubadebate @blkagendareport @NottsYGreens @UN @JohnPassant @CoreyRobin @SJWF7 http://t.co/B5XegovHGe #Bolivia #EvoMorales #Cuba #LimaCOP20 ,United States,373,1601,http://twitter.com/jimmy_brash/statuses/544716303152734210,Polygon,"-74.420492, 40.844743; -74.420492, 40.902021; -74.340821, 40.902021; -74.340821, 40.844743",Lake Hiawatha,NJ,12/16/2014 4:51,1418705460,Jim Brash,2682,http://lifeonleft.blogspot.ca/2014/12/bolivia-to-host-2015-meeting-of-social.html?m=1,
Obama &amp; #FBI #HandOffAssata   #VivaCuba ,United States,905,1034,http://twitter.com/Zemrag7/statuses/544716843596800000,Polygon,"-103.002648, 33.615765; -103.002648, 37.002328; -94.431332, 37.002328; -94.431332, 33.615765",Oklahoma,US,12/16/2014 4:53,1418705580,Zemrag,87226,,
Get me Cuban coffee so I know it's real @maria02323 ???? ,United States,68,136,http://twitter.com/vnjd15/statuses/544717922057195521,Polygon,"-111.740949, 40.18565; -111.740949, 40.311641; -111.602629, 40.311641; -111.602629, 40.18565",Provo,UT,12/16/2014 4:57,1418705820,Nataly Rodriguez,3449,,
@edotongue oh yes! Living latex shark scuba suit glomping someone for a quick fitting then dives into the tank for work. ;) ,United States,489,438,http://twitter.com/RandomRetto/statuses/544718839276384256,Polygon,"-122.065206, 37.3300682; -122.065206, 37.4267257; -121.982475, 37.4267257; -121.982475, 37.3300682",Sunnyvale,CA,12/16/2014 5:01,1418706060,Retto,7429,,
"@nico_cardenas @fmonroy @HugoSantaromita el único examen válido acá es el de los dólares, el Alba y los cubanos ",United States,245,220,http://twitter.com/alfredo_graffe/statuses/544720893180919808,Polygon,"-179.231086, 17.623468; -179.231086, 71.434357; 179.859685, 71.434357; 179.859685, 17.623468",Estados Unidos,,12/16/2014 5:09,1418706540,Alfredo Graffe,2688,,
@HugoSantaromita @nico_cardenas @fmonroy de los cubanos y la pila de ladrones rojos. La pobreza cultural y moral es tremenda ,United States,245,220,http://twitter.com/alfredo_graffe/statuses/544722024904818688,Polygon,"-179.231086, 17.623468; -179.231086, 71.434357; 179.859685, 71.434357; 179.859685, 17.623468",Estados Unidos,,12/16/2014 5:13,1418706780,Alfredo Graffe,2689,,
@coutomayra estaba todo tan lindo con Nico! Y me quede así en tu final ???? sigo en shock q fuerte fue! Pero bueno te deseó lo mejor en Cuba!?? ,United States,1203,240,http://twitter.com/alexandrallano5/statuses/544722181079322625,Polygon,"-95.87417, 29.7367727; -95.87417, 29.8312188; -95.774936, 29.8312188; -95.774936, 29.7367727",Katy,TX,12/16/2014 5:14,1418706840,GiovaleJaz??Gino,22640,,
"Le Monde Diplomatique; defensores d la humanidad en representación d los gobiernos de #Cuba, Irán, #Rusia, Nicaragua  http://t.co/mYS5aoOkpf ",United States,67684,65812,http://twitter.com/geopolytica/statuses/544723981442764800,Polygon,"-87.634643, 24.396308; -87.634643, 31.001056; -79.974307, 31.001056; -79.974307, 24.396308",Florida,US,12/16/2014 5:21,1418707260,George C.,138762,http://impactocna.com/los-defensores-de-la-humanidad/,
reading tune reviews is bizarre.. i just read 2 pages of someone saying they dont like a release (doesnt matter who).. meh back to cubase ,United States,5669,583,http://twitter.com/djmadd/statuses/544724126452436992,Polygon,"-74.041878, 40.570842; -74.041878, 40.739434; -73.855673, 40.739434; -73.855673, 40.570842",Brooklyn,NY,12/16/2014 5:22,1418707320,DJ MADD,4798,,
"@StoopidCuban was just talking about how you always been a weirdo among topics like(3-1, reclaim, twice removal, kitties, silvydust) ",United States,317,368,http://twitter.com/afreezyprod/statuses/544725889120866304,Polygon,"-80.280822, 26.295711; -80.280822, 26.427259; -80.065981, 26.427259; -80.065981, 26.295711",Boca Raton,FL,12/16/2014 5:29,1418707740,Adam Freedman,14069,,
@christianw_24 we gotta get on the shark tank and get Mark Cuban to give us his money tho ,United States,212,99,http://twitter.com/HBKJordan/statuses/544726505553534978,Polygon,"-111.083219, 32.057802; -111.083219, 32.320979; -110.747928, 32.320979; -110.747928, 32.057802",Tucson,AZ,12/16/2014 5:31,1418707860,Jordan Goldberg,13733,,
