Text,country_code ,followers_count,friends_count,link ,type,coordinates,City,State,posted_time,epoch_time,real_name ,statuses_count ,tweet_url ,
"""..we will keep Clubs informed if this direction may impact the manner in which they conduct business on issues related to Cuba."" ~ @MLB ",United States,641,1551,http://twitter.com/MatthewVeasey/statuses/545304688896524289,Polygon,"-75.280284, 39.871811; -75.280284, 40.13792; -74.955712, 40.13792; -74.955712, 39.871811",Philadelphia,PA,12/17/2014 19:49,1418845743,Matthew Veasey,22949,,
Thank you your Holiness for keeping the #TorchOfPeace #Hope and #Prayer. #VivaCuba  @Pontifex ,United States,52157,37619,http://twitter.com/ChefArtSmith/statuses/545304694823084032,Polygon,"-87.940033, 41.644102; -87.940033, 42.0230669; -87.523993, 42.0230669; -87.523993, 41.644102",Chicago,IL,12/17/2014 19:49,1418845745,Chef Art Smith,35070,,
I was just saying I wanted to visit Cuba before they ruined the place. ,United States,3580,2975,http://twitter.com/samhusseini/statuses/545304726863380482,Polygon,"-77.119401, 38.801826; -77.119401, 38.9953797; -76.909396, 38.9953797; -76.909396, 38.801826",Washington,DC,12/17/2014 19:49,1418845752,Sam Husseini,24836,,
So … can you go to Cuba now? http://t.co/ISFNrOIljP http://t.co/Zn4Xkm4Ls2 ,United States,126742,492,http://twitter.com/mattyglesias/statuses/545304731619721216,Polygon,"-77.0495783, 38.8987559; -77.0495783, 38.9072899; -77.023974, 38.9072899; -77.023974, 38.8987559",Downtown,Washington,12/17/2014 19:49,1418845753,Matt Yglesias,83701,http://twitter.com/mattyglesias/status/545304731619721216/photo/1; http://www.vox.com/2014/12/17/7410669/vacation-cuba?utm_medium=social&utm_source=twitter&utm_campaign=mattyglesias&utm_content=wednesday,
@amy_buchanx @ItsACubanThing I couldn't agree more. I feel like they will def have an effect and not a good one. ?? ,United States,79,51,http://twitter.com/lacubana86/statuses/545304809013018624,Polygon,"-93.399443, 44.78542; -93.399443, 44.863519; -93.203245, 44.863519; -93.203245, 44.78542",Bloomington,MN,12/17/2014 19:49,1418845772,Jennifer Gomez,1626,,
What #airlines will be the first to fly direct from the US to Cuba? #Cuba #CubaPolicy ,United States,1201,1041,http://twitter.com/julietrell/statuses/545304823856259072,Polygon,"-122.514926, 37.708075; -122.514926, 37.833238; -122.357031, 37.833238; -122.357031, 37.708075",San Francisco,CA,12/17/2014 19:49,1418845775,Julie Trell,1750,,
The easing of travel and trade restriction is a very positive step though.  The Cuban #embargo is a Cold War relic &amp; mutually detrimental. ,United States,328,93,http://twitter.com/PAPADOCLIVE/statuses/545304849265750016,Polygon,"-74.026675, 40.683935; -74.026675, 40.877483; -73.910408, 40.877483; -73.910408, 40.683935",Manhattan,NY,12/17/2014 19:49,1418845781,BEATPAPA,23082,,
"Cuba si, Castro no. ",United States,3142,2994,http://twitter.com/jmolinet/statuses/545304885294825473,Polygon,"-73.933612, 40.785365; -73.933612, 40.91533; -73.765271, 40.91533; -73.765271, 40.785365",Bronx,NY,12/17/2014 19:49,1418845790,Jason Molinet,7041,,
"If ordinary Cubans are overwhelmingly happy about normalized relations with the US, then how is that American loss / sop to the regime? ",United States,1003,845,http://twitter.com/David_Shorr/statuses/545304883034091521,Polygon,"-89.60726, 44.493975; -89.60726, 44.586049; -89.491635, 44.586049; -89.491635, 44.493975",Stevens Point,WI,12/17/2014 19:49,1418845790,David Shorr,11139,,
@Sal_Nola right? I can't fucking wait to go to Cuba!! ,United States,485,641,http://twitter.com/AmandaSoprano/statuses/545304909575249921,Polygon,"-90.137908, 29.889574; -90.137908, 30.075628; -89.884108, 30.075628; -89.884108, 29.889574",New Orleans,LA,12/17/2014 19:49,1418845796,Amanda Soprano,21970,,
@ChrisCuomo @Shenracine It was all mean spirit! Cuba did not cause a treat to USA. Glad for diplomatic  relations and end of embargo! ,United States,41,150,http://twitter.com/Africanman_2000/statuses/545304941775314944,Polygon,"-85.605166, 30.355644; -85.605166, 35.000771; -80.742567, 35.000771; -80.742567, 30.355644",Georgia,US,12/17/2014 19:50,1418845804,Abdul Rahman Ali,184,,
"Cuba, que linda es Cuba! ",United States,241,105,http://twitter.com/bichitopolitico/statuses/545304959437131776,Polygon,"-96.649744, 39.159985; -96.649744, 39.259872; -96.499443, 39.259872; -96.499443, 39.159985",Manhattan,KS,12/17/2014 19:50,1418845808,Gabriela Dávila Lara,5701,,
"Cuba and US are getting along now because in Key West I had a lot of cuban food. You're welcome for all your cigars, US. ",United States,923,1197,http://twitter.com/rachelaveryy/statuses/545305026294718464,Polygon,"-115.1581427, 35.917793; -115.1581427, 36.094719; -114.918531, 36.094719; -114.918531, 35.917793",Henderson,NV,12/17/2014 19:50,1418845824,Rachel Avery,9444,,
"Thanks @BrookeBCNN you interview about #Wayne Smith #Cuban expert , I went to #Cuba 3 Times with Dr Smith Hurricane Prepare @CNN @RTMannJr ",United States,3335,643,http://twitter.com/ltgrusselhonore/statuses/545305035027251200,Polygon,"-94.043628, 28.855128; -94.043628, 33.019544; -88.758389, 33.019544; -88.758389, 28.855128",Louisiana,US,12/17/2014 19:50,1418845826,Russel L. Honore',6234,,
The U.S decision to renew diplomatic relations with Cuba is a positive step for the stability in the region and for the human rights. ,United States,7955,997,http://twitter.com/GerardAraud/statuses/545305087330254848,Polygon,"-77.119401, 38.801826; -77.119401, 38.9953797; -76.909396, 38.9953797; -76.909396, 38.801826",Washington,DC,12/17/2014 19:50,1418845838,Gérard Araud,6202,,
"About time. ""@nytimesworld: President Obama: ""To the Cuban people, America extends a hand of friendship."" ",United States,298,484,http://twitter.com/thegregcarr/statuses/545305101297254400,Polygon,"-74.041878, 40.570842; -74.041878, 40.739434; -73.855673, 40.739434; -73.855673, 40.570842",Brooklyn,NY,12/17/2014 19:50,1418845842,Gregory Carr,184,,
Finally a new chapter begins to emerge in American relations with Cuba #forgetpolitics #Cuba ,United States,1217,844,http://twitter.com/TomatoOnTheVine/statuses/545305133736034305,Polygon,"-87.634643, 24.396308; -87.634643, 31.001056; -79.974307, 31.001056; -79.974307, 24.396308",Florida,US,12/17/2014 19:50,1418845849,Velva Knapp,5382,,
EUA e Cuba amigos para siempre. Taí uma coisa que eu nunca esperava ver. ,United States,360,203,http://twitter.com/samirpenha/statuses/545305140174270464,Polygon,"-75.280284, 39.871811; -75.280284, 40.13792; -74.955712, 40.13792; -74.955712, 39.871811",Philadelphia,PA,12/17/2014 19:50,1418845851,Samir Penha,14612,,
"Hoping if tourism eventually does become legal from US to #Cuba, we get some good airfare deals out of the rush to establish service! ",United States,61,69,http://twitter.com/livetraveled/statuses/545305162571472897,Polygon,"-122.190523, 37.362824; -122.190523, 37.465918; -122.097537, 37.465918; -122.097537, 37.362824",Palo Alto,CA,12/17/2014 19:50,1418845856,Jen Rhodes,124,,
I'm gonna have to read up on this new U.S./Cuba policy. Because #AssataShakur ,United States,222,227,http://twitter.com/madymich/statuses/545305173049225216,Polygon,"-95.2497924, 29.9122421; -95.2497924, 30.033094; -95.135568, 30.033094; -95.135568, 29.9122421",Atascocita,TX,12/17/2014 19:50,1418845859,DisRuhspectfuhlNegro,20261,,
So should we start planning our trip to Cuba now? ,United States,73,58,http://twitter.com/sistercoffee/statuses/545305197929836545,Polygon,"-90.137908, 29.889574; -90.137908, 30.075628; -89.884108, 30.075628; -89.884108, 29.889574",New Orleans,LA,12/17/2014 19:51,1418845865,sister coffee,59,,
"@moneyries @epngo We get Alan Grossman and Cuba gets @cbrangel. That seems fair. ¡Felicidades, señor! ",United States,2047,1777,http://twitter.com/SquarePegDem/statuses/545305241827414016,Polygon,"-74.026675, 40.683935; -74.026675, 40.877483; -73.910408, 40.877483; -73.910408, 40.683935",Manhattan,NY,12/17/2014 19:51,1418845875,Michael Benjamin,33895,,
@graysanborn Improved relations with Cuba ,United States,509,1041,http://twitter.com/ZackTN/statuses/545305296298856448,Polygon,"-86.869446, 35.939893; -86.869446, 36.05065; -86.686525, 36.05065; -86.686525, 35.939893",Brentwood,TN,12/17/2014 19:51,1418845888,Zack Bennett,66406,,
"Casualidad que el alba se reunio el domingo en cuba y hoy cuba,u.s.a restablece ralaciones?sera que maduro notifico no mas petroleo gratis ",United States,166,170,http://twitter.com/miguelnavag/statuses/545305372475789312,Polygon,"-82.524994, 28.171069; -82.524994, 28.267173; -82.369327, 28.267173; -82.369327, 28.171069",Land O' Lakes,FL,12/17/2014 19:51,1418845906,miguel nava,1236,,
"Hooray for PBO, Raul Castro &amp; Pope Francis for reestablishing normal relations w/ Cuba. Now US Congress must end embargo. @whitehouse @VP ",United States,2433,2328,http://twitter.com/reder01/statuses/545305487755857920,Polygon,"-111.8415869, 40.62919; -111.8415869, 40.6753758; -111.789394, 40.6753758; -111.789394, 40.62919",Holladay,UT,12/17/2014 19:52,1418845934,Roberto Antonio Eder,4142,,
"AUDIO: @SenatorMenendez says he's ""very, very disappointed"" w/ the president on #Cuba. My @wcbs880 interview: https://t.co/rw6mxaxY4q ",United States,2875,1192,http://twitter.com/SteveScottWCBS/statuses/545305554097541121,Polygon,"-74.026675, 40.683935; -74.026675, 40.877483; -73.910408, 40.877483; -73.910408, 40.683935",Manhattan,NY,12/17/2014 19:52,1418845950,Steve Scott,16343,https://soundcloud.com/steve-scott/u-s-cuba-relations-thraw,
"""@revistaproceso: Obama confirma normalización de relaciones diplomáticas con Cuba http://t.co/U9cxYn49Fr"" ",United States,1220,1194,http://twitter.com/ElPicanteRobles/statuses/545305564801036288,Polygon,"-105.025034, 39.827677; -105.025034, 39.850919; -104.983174, 39.850919; -104.983174, 39.827677",Sherrelwood,CO,12/17/2014 19:52,1418845952,Joel Robles,13600,http://www.proceso.com.mx/?p=390884,
Local politicians speak out on new U.S.-Cuba relations http://t.co/oNsUdvzddM ,United States,218,13,http://twitter.com/MiamiCP/statuses/545305644773822464,Polygon,"-80.321683, 25.7090404; -80.321683, 25.855667; -80.144974, 25.855667; -80.144974, 25.7090404",Miami,FL,12/17/2014 19:52,1418845971,Miami CP,28936,http://miami.cityandpress.com/node/8840398?utm_source=dlvr.it&utm_medium=twitter,
Text of Obama's remarks on US-Cuba relations http://t.co/cG05sDJC0j ,United States,218,13,http://twitter.com/MiamiCP/statuses/545305651597946880,Polygon,"-80.321683, 25.7090404; -80.321683, 25.855667; -80.144974, 25.855667; -80.144974, 25.7090404",Miami,FL,12/17/2014 19:52,1418845973,Miami CP,28940,http://miami.cityandpress.com/node/8840396?utm_source=dlvr.it&utm_medium=twitter,
Locals speak out on Obama's decision to re-establish Cuban relations http://t.co/d7Xv11JMCj ,United States,218,13,http://twitter.com/MiamiCP/statuses/545305652818497536,Polygon,"-80.321683, 25.7090404; -80.321683, 25.855667; -80.144974, 25.855667; -80.144974, 25.7090404",Miami,FL,12/17/2014 19:52,1418845973,Miami CP,28941,http://miami.cityandpress.com/node/8840397?utm_source=dlvr.it&utm_medium=twitter,
Exports of #Cuba (1962 - 2010) http://t.co/tzVPdnN5Kq #Dataviz #Obama #CubaPolicy http://t.co/i6Bb2h9fqg ,United States,514,780,http://twitter.com/Atlas_Facts/statuses/545305668555898880,Polygon,"-71.160356, 42.352429; -71.160356, 42.4039663; -71.064398, 42.4039663; -71.064398, 42.352429",Cambridge,MA,12/17/2014 19:52,1418845977,Atlas Facts,698,http://atlas.cid.harvard.edu/explore/stacked/export/cub/show/all/1962.2010.2/?prod_class=sitc4&details_treemap=2&disable_widgets=false&disable_search=false&node_size=none&queryActivated=true&highlight&yaxis=current; http://twitter.com/Atlas_Facts/status/545305668555898880/photo/1,
@guntotinchick @JamesPatriot2 I can't wait to see how much he manages to screw up Cuba in two years. ,United States,89,198,http://twitter.com/TomBBY/statuses/545305688856338434,Polygon,"-81.8385351, 28.0374266; -81.8385351, 28.125374; -81.75349, 28.125374; -81.75349, 28.0374266",Auburndale,FL,12/17/2014 19:53,1418845982,Tom Pilcher,902,,
@Sal_Nola who hates Cuba? Cause Castro told the US to suck it &amp; cost his ppl a lot in the name of revolution? ,United States,485,641,http://twitter.com/AmandaSoprano/statuses/545305747890774016,Polygon,"-90.137908, 29.889574; -90.137908, 30.075628; -89.884108, 30.075628; -89.884108, 29.889574",New Orleans,LA,12/17/2014 19:53,1418845996,Amanda Soprano,21971,,
"@GOPBlackChick he's was mentored by a known communist, is his relations w Russia, Cuba &amp; China really a surprise?! ",United States,1628,2000,http://twitter.com/mommasaurus009/statuses/545305780229242880,Polygon,"-83.333387, 42.705867; -83.333387, 42.801948; -83.197882, 42.801948; -83.197882, 42.705867",Orion,MI,12/17/2014 19:53,1418846003,Derby Mom,13889,,
@NoticiasSB1 @BarackObama @marcorubio debe de hablar D lo q sabe.El peor enemigo del pueblo d cuba son Cubanos n USA @barackobama best ever ,United States,1706,1729,http://twitter.com/ElCelta/statuses/545305857224110081,Polygon,"-77.522803, 38.9882697; -77.522803, 39.0740487; -77.431408, 39.0740487; -77.431408, 38.9882697",Ashburn,VA,12/17/2014 19:53,1418846022,Condenador,8833,,
It's hard to believe that less than a year after I visit Cuba there is this major of a policy shift. Hoping for more Cuban reform to come. ,United States,136,137,http://twitter.com/EllaGShipp/statuses/545305863905243137,Polygon,"-87.211826, 37.7147388; -87.211826, 37.815531; -86.992973, 37.815531; -86.992973, 37.7147388",Owensboro,KY,12/17/2014 19:53,1418846023,Ella Shipp,1727,,
What will baseball become with an open door to Cuban players? #Change http://t.co/A2wqlq5vwt ,United States,456,662,http://twitter.com/JesusQuinonezTV/statuses/545305877788364802,Polygon,"-111.979047, 33.3199453; -111.979047, 33.465823; -111.877237, 33.465823; -111.877237, 33.3199453",Tempe,AZ,12/17/2014 19:53,1418846027,Jesus Quinonez,1751,http://twitter.com/JesusQuinonezTV/status/545305877788364802/photo/1,
"Russia, China, North Korea should be a threat to USA! Not little defenseless Cuba! Glad for diplomatic relations!  Weep crazy Cuban exiles! ",United States,41,150,http://twitter.com/Africanman_2000/statuses/545305886185377792,Polygon,"-85.605166, 30.355644; -85.605166, 35.000771; -80.742567, 35.000771; -80.742567, 30.355644",Georgia,US,12/17/2014 19:53,1418846029,Abdul Rahman Ali,185,,
Obama is on a roll today! Change I can believe in for #environment &amp; US Cuba relations @Earthjustice. ,United States,298,484,http://twitter.com/thegregcarr/statuses/545305973091741697,Polygon,"-74.041878, 40.570842; -74.041878, 40.739434; -73.855673, 40.739434; -73.855673, 40.570842",Brooklyn,NY,12/17/2014 19:54,1418846049,Gregory Carr,187,,
@rolandsmartin have you seen any current polling numbers on Cuba/US relations as it regards normalization? ,United States,48,522,http://twitter.com/tenniebutler/statuses/545306015315804160,Polygon,"-77.119401, 38.801826; -77.119401, 38.9953797; -76.909396, 38.9953797; -76.909396, 38.801826",Washington,DC,12/17/2014 19:54,1418846060,tennie butler,429,,
@Sal_Nola I suppose Americans think continuing to let US corps&amp; the mob&amp;Batista rape Cuba would've been better than an FYou from Fidel &amp; Che ,United States,485,641,http://twitter.com/AmandaSoprano/statuses/545306073045798912,Polygon,"-90.137908, 29.889574; -90.137908, 30.075628; -89.884108, 30.075628; -89.884108, 29.889574",New Orleans,LA,12/17/2014 19:54,1418846073,Amanda Soprano,21972,,
The scene at Cafe Versailles in Miami following news of a transformation in #Cuba relations http://t.co/5urJ4ESOFk ,United States,2019,1007,http://twitter.com/mobilemort/statuses/545306132634689536,Polygon,"-80.321683, 25.7090404; -80.321683, 25.855667; -80.144974, 25.855667; -80.144974, 25.7090404",Miami,FL,12/17/2014 19:54,1418846087,Steve Mort,2853,http://twitter.com/mobilemort/status/545306132634689536/photo/1,
So when can I get some Cuban cigars ,United States,634,635,http://twitter.com/CWGBuckeyes35/statuses/545306131397361665,Polygon,"-81.100067, 41.433494; -81.100067, 41.475721; -81.043108, 41.475721; -81.043108, 41.433494",Middlefield,OH,12/17/2014 19:54,1418846087,Michael Smith,14748,,
Cuba is a beautiful country of wonderful people who are good entrepreneurs and deserve a more free country. ,United States,136,137,http://twitter.com/EllaGShipp/statuses/545306134093901824,Polygon,"-87.211826, 37.7147388; -87.211826, 37.815531; -86.992973, 37.815531; -86.992973, 37.7147388",Owensboro,KY,12/17/2014 19:54,1418846088,Ella Shipp,1728,,
@calmesnyt @JeffersonObama GOP is not looking at the big picture on Cuba. They're going to look stupid in the near future. ,United States,226,799,http://twitter.com/RicSalguero/statuses/545306191002210304,Polygon,"-117.117116, 32.582128; -117.117116, 32.685406; -116.9278103, 32.685406; -116.9278103, 32.582128",Chula Vista,CA,12/17/2014 19:55,1418846101,Machete,5399,,
"@mikerotondo86 yes, people from Cuba get immediate permanent resident status, work permission and Medicaid after 1 yr http://t.co/5WiUrrkG69 ",United States,4841,5026,http://twitter.com/grantstern/statuses/545306334166392843,Polygon,"-80.321683, 25.7090404; -80.321683, 25.855667; -80.144974, 25.855667; -80.144974, 25.7090404",Miami,FL,12/17/2014 19:55,1418846136,Grant Stern,39734,http://en.wikipedia.org/wiki/Cuban_Adjustment_Act,
@todonoticias próximo Presidente podría poner el embargo otra vez a Cuba. Papa Francisco fue como un agente de #FBI #CÍA Negociante secreto. ,United States,209,277,http://twitter.com/GonzalezUSA11/statuses/545306347294584832,Polygon,"-87.940033, 41.644102; -87.940033, 42.0230669; -87.523993, 42.0230669; -87.523993, 41.644102",Chicago,IL,12/17/2014 19:55,1418846139,Edward S. Gonzalez,8183,,
Looks like I'll be going to Cuba again sooner than I thought. I have to beat McDonald's there ,United States,260,61,http://twitter.com/RogueChieftan/statuses/545306388730490881,Polygon,"-85.605166, 30.355644; -85.605166, 35.000771; -80.742567, 35.000771; -80.742567, 30.355644",Georgia,US,12/17/2014 19:55,1418846149,Son of my Actions,16857,,
@richsra hardly! there's more cubans living in Coral Gables and Kendall than Little Havana these days anyhow ;-) ,United States,4841,5026,http://twitter.com/grantstern/statuses/545306467553644544,Polygon,"-80.321683, 25.7090404; -80.321683, 25.855667; -80.144974, 25.855667; -80.144974, 25.7090404",Miami,FL,12/17/2014 19:56,1418846167,Grant Stern,39735,,
Thank you Pope Francis for pushing diplomatic relations with Cuba. Thank you Pesident Obama for taking Pope's advise! ,United States,41,150,http://twitter.com/Africanman_2000/statuses/545306468077957120,Polygon,"-85.605166, 30.355644; -85.605166, 35.000771; -80.742567, 35.000771; -80.742567, 30.355644",Georgia,US,12/17/2014 19:56,1418846167,Abdul Rahman Ali,186,,
"If Minnesota sends representatives on a trade mission to Cuba, I volunteer to go. CC: @StarTribune ",United States,2091,1557,http://twitter.com/rljourno/statuses/545306485589164033,Polygon,"-93.329148, 44.889964; -93.329148, 45.051257; -93.194578, 45.051257; -93.194578, 44.889964",Minneapolis,MN,12/17/2014 19:56,1418846172,Ricardo Lopez,6098,,
"@Bipartisanism Dick, old man, you get a break today. Everyone is talking about Cuba, you are on the back burner. ",United States,475,1685,http://twitter.com/scullywoody/statuses/545306625175982080,Polygon,"-83.353955, 32.04683; -83.353955, 35.215449; -78.499301, 35.215449; -78.499301, 32.04683",South Carolina,US,12/17/2014 19:56,1418846205,Mark Wilkins,1051,,
"Obviously Bey and Jay called up Obama and were like, ""We went to Cuba and it was fine."" ",United States,437,838,http://twitter.com/imyourkatieque/statuses/545306633254211584,Polygon,"-71.160356, 42.352429; -71.160356, 42.4039663; -71.064398, 42.4039663; -71.064398, 42.352429",Cambridge,MA,12/17/2014 19:56,1418846207,Katie Qué,16271,,
The wet foot/dry foot policy is an interpretation of the CAA and will likely remain the same @richsra  http://t.co/5WiUrrkG69 ,United States,4841,5026,http://twitter.com/grantstern/statuses/545306653759770625,Polygon,"-80.321683, 25.7090404; -80.321683, 25.855667; -80.144974, 25.855667; -80.144974, 25.7090404",Miami,FL,12/17/2014 19:56,1418846212,Grant Stern,39736,http://en.wikipedia.org/wiki/Cuban_Adjustment_Act,
@bbcmundo próximo Presidente podría poner el embargo otra vez a Cuba. El Papa Francisco fue como un agente de #FBI #CÍA Negociante secreto. ,United States,209,277,http://twitter.com/GonzalezUSA11/statuses/545306668649553920,Polygon,"-87.940033, 41.644102; -87.940033, 42.0230669; -87.523993, 42.0230669; -87.523993, 41.644102",Chicago,IL,12/17/2014 19:56,1418846215,Edward S. Gonzalez,8184,,
@optshiftk Now I can get my cuban cigars legally! ,United States,851,848,http://twitter.com/jeffmc/statuses/545306684726718465,Polygon,"-122.356985, 47.628012; -122.356985, 47.647202; -122.338656, 47.647202; -122.338656, 47.628012",East Queen Anne,Seattle,12/17/2014 19:56,1418846219,Jeff McLeman,48663,,
@CharlesPassy I got excellent domains for this holiday cubanocigars.us going on @Shopify soon ;) #GoogleDomains @GoogleTipsFacts ,United States,671,1188,http://twitter.com/LukeWirkus/statuses/545306733006946304,Polygon,"-122.514926, 37.708075; -122.514926, 37.833238; -122.357031, 37.833238; -122.357031, 37.708075",San Francisco,CA,12/17/2014 19:57,1418846231,Luke Wirkus,1288,,
I don't foresee a full end to communism in Cuba soon but if it can give it's people a more free life that will be better than many countries ,United States,136,137,http://twitter.com/EllaGShipp/statuses/545306779488223232,Polygon,"-87.211826, 37.7147388; -87.211826, 37.815531; -86.992973, 37.815531; -86.992973, 37.7147388",Owensboro,KY,12/17/2014 19:57,1418846242,Ella Shipp,1729,,
@GAbAguzzi La discusión ha sido larga. Lo ven favorable y como el fin de las excusas cubanas ,United States,6657,948,http://twitter.com/IvanGonRom/statuses/545306866939867137,Polygon,"-179.231086, 17.623468; -179.231086, 71.434357; 179.859685, 71.434357; 179.859685, 17.623468",Estados Unidos,,12/17/2014 19:57,1418846263,Iván González Romero,53312,,
.@salobonavia in Miami to head our new #nolacuba digital production. @JMBurnell to head #sextraffic #cocktail desk. @ChristinePHorn to watch ,United States,187,565,http://twitter.com/NOLAFugees/statuses/545307007734263808,Polygon,"-90.137908, 29.889574; -90.137908, 30.075628; -89.884108, 30.075628; -89.884108, 29.889574",New Orleans,LA,12/17/2014 19:58,1418846296,NF Press|Productions,136,,
"GOP on ledge over POTUS's move to restore relations with Cuba. Did we not restore relations with Viet Nam, Germany, or Japan? #UniteBlue ",United States,1034,2001,http://twitter.com/Studio9Glen/statuses/545307010380492800,Polygon,"-118.4484512, 33.976882; -118.4484512, 34.035143; -118.369529, 34.035143; -118.369529, 33.976882",Culver City,CA,12/17/2014 19:58,1418846297,Glen Werline,2979,,
"@PornPops69 @Menendez4NJ @marcorubio @johnboehner when i was in africa &amp; had malaria, cuban doctors saved my life ",United States,190,1100,http://twitter.com/ferlettuce/statuses/545307088936009728,Polygon,"-74.255641, 40.495865; -74.255641, 40.91533; -73.699793, 40.91533; -73.699793, 40.495865",New York,NY,12/17/2014 19:58,1418846315,Post Racial Society,3867,,
"After 53 years, time is right for US and Cuba: After 53 years of hostility between the United States and Cuba, the… http://t.co/trlQS526YU ",United States,4714,16,http://twitter.com/Chicago_CP/statuses/545307087291445248,Polygon,"-87.940033, 41.644102; -87.940033, 42.0230669; -87.523993, 42.0230669; -87.523993, 41.644102",Chicago,IL,12/17/2014 19:58,1418846315,Chicago CP,308251,http://chicago.cityandpress.com/node/8840494?utm_source=dlvr.it&utm_medium=twitter,
Catholics Rubio &amp; Bush can't blast Pope on Cuba. Rev. Rafael Cruz of Purifying Fire Ministries not so constrained. http://t.co/9xe9nGvbgP ,United States,5999,125,http://twitter.com/ed_kilgore/statuses/545307120225116161,Polygon,"-121.927024, 36.573741; -121.927024, 36.618826; -121.830974, 36.618826; -121.830974, 36.573741",Monterey,CA,12/17/2014 19:58,1418846323,Ed Kilgore,6989,http://www.washingtonmonthly.com/political-animal-a/2014_12/pope_francis_does_it_again053353.php,
They wanted to lift the Cuban embargo so they could get Cuban Cigars ,United States,18269,18541,http://twitter.com/wanttruth/statuses/545307120157995008,Polygon,"-122.436232, 47.4953154; -122.436232, 47.734561; -122.2249728, 47.734561; -122.2249728, 47.4953154",Seattle,WA,12/17/2014 19:58,1418846323,Dennis  Williams,115767,,
"CUBANOS all around. Thanks Obama!!! (at @BunkSandwiches in Portland, OR) https://t.co/V94WPiS9LZ ",United States,1316,746,http://twitter.com/RobotDeathSquad/statuses/545307142828597248,Polygon,"-122.7900653, 45.421863; -122.7900653, 45.6509405; -122.471751, 45.6509405; -122.471751, 45.421863",Portland,OR,12/17/2014 19:58,1418846328,BJ Clark,46207,https://www.swarmapp.com/c/5HgPBclMm7f,
"With all this Obama Cuba stuff going on, keeping my fingers crossed for Cuban Cigars here #montecristo ",United States,209,597,http://twitter.com/MichaelAndrew4/statuses/545307326446841858,Polygon,"-82.971635, 40.0804313; -82.971635, 40.217545; -82.857441, 40.217545; -82.857441, 40.0804313",Westerville,OH,12/17/2014 19:59,1418846372,Michael Andrew,2718,,
".@GovWalker calls it a ""mistake"" for @BarackObama to normalize relations with Cuba.  Says the country hasn't taken steps towards freedom. ",United States,1323,460,http://twitter.com/gneumann_wkow/statuses/545307378544295936,Polygon,"-92.889433, 42.491889; -92.889433, 47.309715; -86.24955, 47.309715; -86.24955, 42.491889",Wisconsin,US,12/17/2014 19:59,1418846385,Greg Neumann,8680,,
“@TheJay99: Isnt Cuba cool with Russia?”that's what keeps running through my head ,United States,531,424,http://twitter.com/PositiveFatmac/statuses/545307418906091521,Polygon,"-97.928935, 30.127892; -97.928935, 30.5187994; -97.5805133, 30.5187994; -97.5805133, 30.127892",Austin,TX,12/17/2014 19:59,1418846394,Mac Israel,47048,,
"cuban cigars will now be legal, thats cool i guess ",United States,468,438,http://twitter.com/5ate5_/statuses/545307483523530752,Polygon,"-77.694219, 43.087472; -77.694219, 43.167065; -77.516194, 43.167065; -77.516194, 43.087472",Brighton,NY,12/17/2014 20:00,1418846410,Adam,24370,,
Obama's Cuba shift sure puts @HillaryClinton in a bind vis a vis Florida #2016 ,United States,884,491,http://twitter.com/dusborne/statuses/545307493090742272,Polygon,"-74.026675, 40.683935; -74.026675, 40.877483; -73.910408, 40.877483; -73.910408, 40.683935",Manhattan,NY,12/17/2014 20:00,1418846412,David Usborne,4419,,
1. Cuba 2. Puerto Rico 3. Navidad 4. #LloroComoKanito 5. The Hobbit  2014/12/17 15:52 AST #trndnl http://t.co/Q2h6Kt49z4 ,United States,1306,2,http://twitter.com/trendinaliaPR/statuses/545307579480432640,Polygon,"-67.998752, 17.83151; -67.998752, 18.568; -65.168504, 18.568; -65.168504, 17.83151",Puerto Rico,US,12/17/2014 20:00,1418846432,Trendinalia PR,35858,http://www.trendinalia.com/twitter-trending-topics/puertorico/puertorico-today.html,
"I completely support normalizations of relations with Cuba , after all don't we have them with Russia and Vietnam #Cuba ",United States,455,480,http://twitter.com/edgray1906/statuses/545307645268066304,Polygon,"-96.977527, 32.620678; -96.977527, 33.019039; -96.54598, 33.019039; -96.54598, 32.620678",Dallas,TX,12/17/2014 20:00,1418846448,Ed Gray,8715,,
"So America sanctions Russia and is damn neat about to destroy there economy, then they buddy up with Cuba ",United States,531,424,http://twitter.com/PositiveFatmac/statuses/545307684602667009,Polygon,"-97.928935, 30.127892; -97.928935, 30.5187994; -97.5805133, 30.5187994; -97.5805133, 30.127892",Austin,TX,12/17/2014 20:00,1418846457,Mac Israel,47049,,
"By next Wednesday, the media will report that PBO's #CubaPolicy hasn't worked. Why, b/c he left them out of the loop &amp; picked the Pope. ",United States,7796,7574,http://twitter.com/ClementsIra/statuses/545307729414606849,Polygon,"-77.761369, 43.178823; -77.761369, 43.32408; -77.615702, 43.32408; -77.615702, 43.178823",Greece,NY,12/17/2014 20:01,1418846468,Ira Clements,24207,,
Book your flights to Cuba early!! ,United States,45280,430,http://twitter.com/russellhantz/statuses/545307763530670080,Polygon,"-94.847321, 29.863347; -94.847321, 29.896266; -94.78035, 29.896266; -94.78035, 29.863347",Old River-Winfree,TX,12/17/2014 20:01,1418846476,Russell Hantz,22083,,
