type,coordinates,location_displayname,City,State,posted_time ,epoch_time
Polygon,"-77.119401, 38.801826; -77.119401, 38.9953797; -76.909396, 38.9953797; -76.909396, 38.801826","Washington, DC",Washington, DC,12/17/14 2:35 PM,1418826922
Polygon,"-77.119401, 38.801826; -77.119401, 38.9953797; -76.909396, 38.9953797; -76.909396, 38.801826","Washington, DC",Washington, DC,12/17/14 2:36 PM,1418826998
Polygon,"-77.119401, 38.801826; -77.119401, 38.9953797; -76.909396, 38.9953797; -76.909396, 38.801826","Washington, DC",Washington, DC,12/17/14 2:40 PM,1418827239
Polygon,"-77.119401, 38.801826; -77.119401, 38.9953797; -76.909396, 38.9953797; -76.909396, 38.801826","Washington, DC",Washington, DC,12/17/14 2:41 PM,1418827291
Polygon,"-77.119401, 38.801826; -77.119401, 38.9953797; -76.909396, 38.9953797; -76.909396, 38.801826","Washington, DC",Washington, DC,12/17/14 2:42 PM,1418827349
Polygon,"-77.119401, 38.801826; -77.119401, 38.9953797; -76.909396, 38.9953797; -76.909396, 38.801826","Washington, DC",Washington, DC,12/17/14 2:46 PM,1418827608
Polygon,"-77.119401, 38.801826; -77.119401, 38.9953797; -76.909396, 38.9953797; -76.909396, 38.801826","Washington, DC",Washington, DC,12/17/14 2:46 PM,1418827615
Polygon,"-77.119401, 38.801826; -77.119401, 38.9953797; -76.909396, 38.9953797; -76.909396, 38.801826","Washington, DC",Washington, DC,12/17/14 2:47 PM,1418827633
Polygon,"-77.119401, 38.801826; -77.119401, 38.9953797; -76.909396, 38.9953797; -76.909396, 38.801826","Washington, DC",Washington, DC,12/17/14 2:47 PM,1418827653
Polygon,"-77.119401, 38.801826; -77.119401, 38.9953797; -76.909396, 38.9953797; -76.909396, 38.801826","Washington, DC",Washington, DC,12/17/14 2:51 PM,1418827884
Polygon,"-77.119401, 38.801826; -77.119401, 38.9953797; -76.909396, 38.9953797; -76.909396, 38.801826","Washington, DC",Washington, DC,12/17/14 2:56 PM,1418828212
Polygon,"-77.119401, 38.801826; -77.119401, 38.9953797; -76.909396, 38.9953797; -76.909396, 38.801826","Washington, DC",Washington, DC,12/17/14 2:57 PM,1418828225
Polygon,"-77.119401, 38.801826; -77.119401, 38.9953797; -76.909396, 38.9953797; -76.909396, 38.801826","Washington, DC",Washington, DC,12/17/14 2:57 PM,1418828243
Polygon,"-77.119401, 38.801826; -77.119401, 38.9953797; -76.909396, 38.9953797; -76.909396, 38.801826","Washington, DC",Washington, DC,12/17/14 3:02 PM,1418828543
Polygon,"-77.119401, 38.801826; -77.119401, 38.9953797; -76.909396, 38.9953797; -76.909396, 38.801826","Washington, DC",Washington, DC,12/17/14 3:04 PM,1418828648
Polygon,"-77.119401, 38.801826; -77.119401, 38.9953797; -76.909396, 38.9953797; -76.909396, 38.801826","Washington, DC",Washington, DC,12/17/14 3:06 PM,1418828816
Polygon,"-77.119401, 38.801826; -77.119401, 38.9953797; -76.909396, 38.9953797; -76.909396, 38.801826","Washington, DC",Washington, DC,12/17/14 3:07 PM,1418828860
Polygon,"-77.119401, 38.801826; -77.119401, 38.9953797; -76.909396, 38.9953797; -76.909396, 38.801826","Washington, DC",Washington, DC,12/17/14 3:08 PM,1418828935
Polygon,"-77.119401, 38.801826; -77.119401, 38.9953797; -76.909396, 38.9953797; -76.909396, 38.801826","Washington, DC",Washington, DC,12/17/14 3:10 PM,1418829058
Polygon,"-77.119401, 38.801826; -77.119401, 38.9953797; -76.909396, 38.9953797; -76.909396, 38.801826","Washington, DC",Washington, DC,12/17/14 3:11 PM,1418829089
Polygon,"-77.119401, 38.801826; -77.119401, 38.9953797; -76.909396, 38.9953797; -76.909396, 38.801826","Washington, DC",Washington, DC,12/17/14 3:12 PM,1418829137
Polygon,"-74.023591, 40.778186; -74.023591, 40.796544; -73.99818, 40.796544; -73.99818, 40.778186","West New York, NJ",West New York, NJ,12/17/14 12:54 AM,1418777657
Polygon,"-74.023591, 40.778186; -74.023591, 40.796544; -73.99818, 40.796544; -73.99818, 40.778186","West New York, NJ",West New York, NJ,12/17/14 1:03 AM,1418778232
Polygon,"-74.023591, 40.778186; -74.023591, 40.796544; -73.99818, 40.796544; -73.99818, 40.778186","West New York, NJ",West New York, NJ,12/17/14 1:54 AM,1418781270
Polygon,"-80.2006, 26.644671; -80.2006, 26.7991205; -80.044639, 26.7991205; -80.044639, 26.644671","West Palm Beach, FL",West Palm Beach, FL,12/17/14 2:09 PM,1418825370
Polygon,"-80.352385, 25.732778; -80.352385, 25.762491; -80.316671, 25.762491; -80.316671, 25.732778","Westchester, FL",Westchester, FL,12/16/14 3:04 PM,1418742276
Polygon,"-80.352385, 25.732778; -80.352385, 25.762491; -80.316671, 25.762491; -80.316671, 25.732778","Westchester, FL",Westchester, FL,12/16/14 8:11 PM,1418760704
Polygon,"-80.352385, 25.732778; -80.352385, 25.762491; -80.316671, 25.762491; -80.316671, 25.732778","Westchester, FL",Westchester, FL,12/16/14 8:30 PM,1418761824
Polygon,"-80.4419774, 26.0620314; -80.4419774, 26.144367; -80.361426, 26.144367; -80.361426, 26.0620314","Weston, FL",Weston, FL,12/17/14 3:03 PM,1418828591
Polygon,"-97.534889, 37.562483; -97.534889, 37.80531; -97.152924, 37.80531; -97.152924, 37.562483","Wichita, KS",Wichita, KS,12/17/14 2:48 PM,1418827707
Polygon,"-77.990547, 35.682149; -77.990547, 35.7952073; -77.872166, 35.7952073; -77.872166, 35.682149","Wilson, NC",Wilson, NC,12/17/14 2:58 PM,1418828326
Polygon,"-81.625844, 28.49675; -81.625844, 28.595488; -81.554843, 28.595488; -81.554843, 28.49675","Winter Garden, FL",Winter Garden, FL,12/17/14 3:07 PM,1418828838
Polygon,"-71.893265, 42.210065; -71.893265, 42.341455; -71.731611, 42.341455; -71.731611, 42.210065","Worcester, MA",Worcester, MA,12/16/14 3:28 PM,1418743729
Polygon,"-111.056888, 40.994746; -111.056888, 45.005904; -104.052236, 45.005904; -104.052236, 40.994746","Wyoming, US",Wyoming, US,12/17/14 2:40 PM,1418827241
Polygon,"-82.246926, 28.172468; -82.246926, 28.291625; -82.131803, 28.291625; -82.131803, 28.172468","Zephyrhills, FL",Zephyrhills, FL,12/16/14 2:28 PM,1418740100
