country_code,location_coord_type,location_coords,location_displayname,City,State,posted_time ,epoch_time
United States,Polygon,"-117.282538, 32.53962; -117.282538, 33.0804044; -116.9274403, 33.0804044; -116.9274403, 32.53962","San Diego, CA",San Diego, CA,12/16/2014 19:30,1418758229
United States,Polygon,"-117.282538, 32.53962; -117.282538, 33.0804044; -116.9274403, 33.0804044; -116.9274403, 32.53962","San Diego, CA",San Diego, CA,12/17/2014 5:01,1418792475
United States,Polygon,"-117.282538, 32.53962; -117.282538, 33.0804044; -116.9274403, 33.0804044; -116.9274403, 32.53962","San Diego, CA",San Diego, CA,12/17/2014 15:04,1418828675
United States,Polygon,"-117.282538, 32.53962; -117.282538, 33.0804044; -116.9274403, 33.0804044; -116.9274403, 32.53962","San Diego, CA",San Diego, CA,12/17/2014 15:08,1418828914
United States,Polygon,"-122.514926, 37.708075; -122.514926, 37.833238; -122.357031, 37.833238; -122.357031, 37.708075","San Francisco, CA",San Francisco, CA,12/16/2014 16:11,1418746294
United States,Polygon,"-122.514926, 37.708075; -122.514926, 37.833238; -122.357031, 37.833238; -122.357031, 37.708075","San Francisco, CA",San Francisco, CA,12/16/2014 20:40,1418762401
United States,Polygon,"-122.514926, 37.708075; -122.514926, 37.833238; -122.357031, 37.833238; -122.357031, 37.708075","San Francisco, CA",San Francisco, CA,12/17/2014 14:46,1418827578
United States,Polygon,"-122.514926, 37.708075; -122.514926, 37.833238; -122.357031, 37.833238; -122.357031, 37.708075","San Francisco, CA",San Francisco, CA,12/17/2014 14:50,1418827807
United States,Polygon,"-122.514926, 37.708075; -122.514926, 37.833238; -122.357031, 37.833238; -122.357031, 37.708075","San Francisco, CA",San Francisco, CA,12/17/2014 14:50,1418827811
United States,Polygon,"-122.514926, 37.708075; -122.514926, 37.833238; -122.357031, 37.833238; -122.357031, 37.708075","San Francisco, CA",San Francisco, CA,12/17/2014 14:54,1418828085
United States,Polygon,"-122.514926, 37.708075; -122.514926, 37.833238; -122.357031, 37.833238; -122.357031, 37.708075","San Francisco, CA",San Francisco, CA,12/17/2014 15:10,1418829053
United States,Polygon,"-122.035311, 37.193164; -122.035311, 37.469154; -121.71215, 37.469154; -121.71215, 37.193164","San Jose, CA",San Jose, CA,12/16/2014 14:58,1418741900
United States,Polygon,"-122.035311, 37.193164; -122.035311, 37.469154; -121.71215, 37.469154; -121.71215, 37.193164","San Jose, CA",San Jose, CA,12/16/2014 22:58,1418770699
United States,Polygon,"-122.035311, 37.193164; -122.035311, 37.469154; -121.71215, 37.469154; -121.71215, 37.193164","San Jose, CA",San Jose, CA,12/16/2014 23:08,1418771325
United States,Polygon,"-122.035311, 37.193164; -122.035311, 37.469154; -121.71215, 37.469154; -121.71215, 37.193164","San Jose, CA",San Jose, CA,12/17/2014 5:13,1418793223
United States,Polygon,"-66.125093, 18.29645; -66.125093, 18.471881; -65.991643, 18.471881; -65.991643, 18.29645","San Juan, Puerto Rico",San Juan, Puerto Rico,12/16/2014 0:39,1418690380
United States,Polygon,"-122.355038, 37.512648; -122.355038, 37.592395; -122.275805, 37.592395; -122.275805, 37.512648","San Mateo, CA",San Mateo, CA,12/17/2014 15:00,1418828419
United States,Polygon,"-122.004255, 37.721286; -122.004255, 37.795164; -121.8789037, 37.795164; -121.8789037, 37.721286","San Ramon, CA",San Ramon, CA,12/17/2014 10:44,1418813079
United States,Polygon,"-111.960775, 33.4358637; -111.960775, 33.842816; -111.756022, 33.842816; -111.756022, 33.4358637","Scottsdale, AZ",Scottsdale, AZ,12/16/2014 15:28,1418743722
United States,Polygon,"-122.436232, 47.4953154; -122.436232, 47.734561; -122.2249728, 47.734561; -122.2249728, 47.4953154","Seattle, WA",Seattle, WA,12/16/2014 18:31,1418754678
United States,Polygon,"-122.436232, 47.4953154; -122.436232, 47.734561; -122.2249728, 47.734561; -122.2249728, 47.4953154","Seattle, WA",Seattle, WA,12/16/2014 18:36,1418754987
United States,Polygon,"-122.436232, 47.4953154; -122.436232, 47.734561; -122.2249728, 47.734561; -122.2249728, 47.4953154","Seattle, WA",Seattle, WA,12/16/2014 19:00,1418756453
United States,Polygon,"-122.436232, 47.4953154; -122.436232, 47.734561; -122.2249728, 47.734561; -122.2249728, 47.4953154","Seattle, WA",Seattle, WA,12/16/2014 19:18,1418757492
United States,Polygon,"-122.436232, 47.4953154; -122.436232, 47.734561; -122.2249728, 47.734561; -122.2249728, 47.4953154","Seattle, WA",Seattle, WA,12/16/2014 21:51,1418766710
United States,Polygon,"-122.436232, 47.4953154; -122.436232, 47.734561; -122.2249728, 47.734561; -122.2249728, 47.4953154","Seattle, WA",Seattle, WA,12/17/2014 0:30,1418776230
United States,Polygon,"-122.436232, 47.4953154; -122.436232, 47.734561; -122.2249728, 47.734561; -122.2249728, 47.4953154","Seattle, WA",Seattle, WA,12/17/2014 7:53,1418802783
United States,Polygon,"-122.436232, 47.4953154; -122.436232, 47.734561; -122.2249728, 47.734561; -122.2249728, 47.4953154","Seattle, WA",Seattle, WA,12/17/2014 14:20,1418826042
United States,Polygon,"-122.436232, 47.4953154; -122.436232, 47.734561; -122.2249728, 47.734561; -122.2249728, 47.4953154","Seattle, WA",Seattle, WA,12/17/2014 14:52,1418827956
United States,Polygon,"-74.0115728, 40.718004; -74.0115728, 40.729087; -73.995378, 40.729087; -73.995378, 40.718004","SOHO, Manhattan",SOHO, Manhattan,12/17/2014 15:12,1418829177
United States,Polygon,"-71.134552, 42.3727525; -71.134552, 42.418052; -71.072892, 42.418052; -71.072892, 42.3727525","Somerville, MA",Somerville, MA,12/17/2014 14:56,1418828177
United States,Polygon,"-83.353955, 32.04683; -83.353955, 35.215449; -78.499301, 35.215449; -78.499301, 32.04683","South Carolina, US",South Carolina, US,12/17/2014 2:20,1418782815
United States,Polygon,"-83.319904, 42.442178; -83.319904, 42.517441; -83.200639, 42.517441; -83.200639, 42.442178","Southfield, MI",Southfield, MI,12/17/2014 13:50,1418824203
United States,Polygon,"-83.319904, 42.442178; -83.319904, 42.517441; -83.200639, 42.517441; -83.200639, 42.442178","Southfield, MI",Southfield, MI,12/17/2014 13:52,1418824354
United States,Polygon,"-83.319904, 42.442178; -83.319904, 42.517441; -83.200639, 42.517441; -83.200639, 42.442178","Southfield, MI",Southfield, MI,12/17/2014 14:21,1418826062
United States,Polygon,"-83.319904, 42.442178; -83.319904, 42.517441; -83.200639, 42.517441; -83.200639, 42.442178","Southfield, MI",Southfield, MI,12/17/2014 14:22,1418826120
United States,Polygon,"-83.319904, 42.442178; -83.319904, 42.517441; -83.200639, 42.517441; -83.200639, 42.442178","Southfield, MI",Southfield, MI,12/17/2014 14:57,1418828223
United States,Polygon,"-83.319904, 42.442178; -83.319904, 42.517441; -83.200639, 42.517441; -83.200639, 42.442178","Southfield, MI",Southfield, MI,12/17/2014 15:01,1418828511
United States,Polygon,"-82.6398828, 28.4336714; -82.6398828, 28.534024; -82.428825, 28.534024; -82.428825, 28.4336714","Spring Hill, FL",Spring Hill, FL,12/16/2014 3:37,1418701026
United States,Polygon,"-86.983702, 35.6644633; -86.983702, 35.79496; -86.867521, 35.79496; -86.867521, 35.6644633","Spring Hill, TN",Spring Hill, TN,12/16/2014 16:36,1418747773
United States,Polygon,"-81.344147, 29.856582; -81.344147, 29.940326; -81.26716, 29.940326; -81.26716, 29.856582","St Augustine, FL",St Augustine, FL,12/16/2014 19:35,1418758532
United States,Polygon,"-90.320464, 38.533149; -90.320464, 38.774349; -90.175132, 38.774349; -90.175132, 38.533149","St Louis, MO",St Louis, MO,12/17/2014 14:51,1418827873
United States,Polygon,"-82.758209, 27.694323; -82.758209, 27.8971155; -82.587597, 27.8971155; -82.587597, 27.694323","St Petersburg, FL",St Petersburg, FL,12/17/2014 14:54,1418828046
United States,Polygon,"-74.255641, 40.495865; -74.255641, 40.648887; -74.052253, 40.648887; -74.052253, 40.495865","Staten Island, NY",Staten Island, NY,12/16/2014 18:21,1418754088
United States,Polygon,"-98.258745, 32.191442; -98.258745, 32.241178; -98.179505, 32.241178; -98.179505, 32.191442","Stephenville, TX",Stephenville, TX,12/16/2014 17:28,1418750933
United States,Polygon,"-88.4891851, 41.747143; -88.4891851, 41.805351; -88.3753838, 41.805351; -88.3753838, 41.747143","Sugar Grove, IL",Sugar Grove, IL,12/17/2014 10:04,1418810692
United States,Polygon,"-88.4891851, 41.747143; -88.4891851, 41.805351; -88.3753838, 41.805351; -88.3753838, 41.747143","Sugar Grove, IL",Sugar Grove, IL,12/17/2014 10:06,1418810774
United States,Polygon,"-88.4891851, 41.747143; -88.4891851, 41.805351; -88.3753838, 41.805351; -88.3753838, 41.747143","Sugar Grove, IL",Sugar Grove, IL,12/17/2014 10:08,1418810899
United States,Polygon,"-95.686106, 29.5433718; -95.686106, 29.663556; -95.5772726, 29.663556; -95.5772726, 29.5433718","Sugar Land, TX",Sugar Land, TX,12/17/2014 14:41,1418827287
United States,Polygon,"-80.131529, 25.900463; -80.131529, 25.957656; -80.118613, 25.957656; -80.118613, 25.900463","Sunny Isles Beach, FL",Sunny Isles Beach, FL,12/16/2014 23:28,1418772493
United States,Polygon,"-122.065206, 37.3300682; -122.065206, 37.4267257; -121.982475, 37.4267257; -121.982475, 37.3300682","Sunnyvale, CA",Sunnyvale, CA,12/16/2014 5:01,1418706066
United States,Polygon,"-82.620093, 27.821353; -82.620093, 28.171836; -82.2652945, 28.171836; -82.2652945, 27.821353","Tampa, FL",Tampa, FL,12/16/2014 12:21,1418732498
United States,Polygon,"-82.620093, 27.821353; -82.620093, 28.171836; -82.2652945, 28.171836; -82.2652945, 27.821353","Tampa, FL",Tampa, FL,12/16/2014 17:37,1418751424
United States,Polygon,"-106.645646, 25.837092; -106.645646, 36.500695; -93.508131, 36.500695; -93.508131, 25.837092","Texas, US",Texas, US,12/16/2014 1:50,1418694637
United States,Polygon,"-106.645646, 25.837092; -106.645646, 36.500695; -93.508131, 36.500695; -93.508131, 25.837092","Texas, US",Texas, US,12/16/2014 18:01,1418752893
United States,Polygon,"-106.645646, 25.837092; -106.645646, 36.500695; -93.508131, 36.500695; -93.508131, 25.837092","Texas, US",Texas, US,12/17/2014 3:36,1418787363
United States,Polygon,"-106.645646, 25.837092; -106.645646, 36.500695; -93.508131, 36.500695; -93.508131, 25.837092","Texas, US",Texas, US,12/17/2014 14:40,1418827242
United States,Polygon,"-80.498527, 25.6549289; -80.498527, 25.6886916; -80.4158778, 25.6886916; -80.4158778, 25.6549289","The Hammocks, FL",The Hammocks, FL,12/17/2014 14:04,1418825049
United States,Polygon,"-119.061758, 34.126875; -119.061758, 34.2500812; -118.776015, 34.2500812; -118.776015, 34.126875","Thousand Oaks, CA",Thousand Oaks, CA,12/16/2014 17:19,1418750375
United States,Polygon,"-82.649284, 27.968367; -82.649284, 28.039978; -82.525493, 28.039978; -82.525493, 27.968367","Town 'n' Country, FL",Town 'n' Country, FL,12/17/2014 13:57,1418824633
United States,Polygon,"-82.649284, 27.968367; -82.649284, 28.039978; -82.525493, 28.039978; -82.525493, 27.968367","Town 'n' Country, FL",Town 'n' Country, FL,12/17/2014 14:54,1418828066
United States,Polygon,"-74.023387, 40.712754; -74.023387, 40.7276055; -73.999955, 40.7276055; -73.999955, 40.712754","Tribeca, NY",Tribeca, NY,12/17/2014 14:15,1418825723
United States,Polygon,"-111.083219, 32.057802; -111.083219, 32.320979; -110.747928, 32.320979; -110.747928, 32.057802","Tucson, AZ",Tucson, AZ,12/16/2014 5:31,1418707894
United States,Polygon,"-120.912851, 37.459822; -120.912851, 37.53937; -120.812106, 37.53937; -120.812106, 37.459822","Turlock, CA",Turlock, CA,12/17/2014 5:44,1418795063
United States,Polygon,"-77.265228, 38.898565; -77.265228, 38.934957; -77.196534, 38.934957; -77.196534, 38.898565","Tysons Corner, VA",Tysons Corner, VA,12/17/2014 14:01,1418824908
United States,Polygon,"-77.265228, 38.898565; -77.265228, 38.934957; -77.196534, 38.934957; -77.196534, 38.898565","Tysons Corner, VA",Tysons Corner, VA,12/17/2014 14:09,1418825387
United States,Polygon,"-77.265228, 38.898565; -77.265228, 38.934957; -77.196534, 38.934957; -77.196534, 38.898565","Tysons Corner, VA",Tysons Corner, VA,12/17/2014 14:14,1418825698
United States,Polygon,"-74.045819, 40.750571; -74.045819, 40.782669; -74.0148147, 40.782669; -74.0148147, 40.750571","Union City, NJ",Union City, NJ,12/16/2014 3:10,1418699423
United States,Polygon,"-80.3854773, 25.732128; -80.3854773, 25.761752; -80.351653, 25.761752; -80.351653, 25.732128","University Park, FL",University Park, FL,12/17/2014 14:22,1418826176
United States,Polygon,"-85.224667, 32.752675; -85.224667, 32.856282; -85.140283, 32.856282; -85.140283, 32.752675","Valley, AL",Valley, AL,12/16/2014 2:01,1418695315
United States,Polygon,"-65.159095, 17.623468; -65.159095, 18.464984; -64.512674, 18.464984; -64.512674, 17.623468","Virgin Islands, US",Virgin Islands, US,12/16/2014 2:38,1418697523
United States,Polygon,"-65.159095, 17.623468; -65.159095, 18.464984; -64.512674, 18.464984; -64.512674, 17.623468","Virgin Islands, US",Virgin Islands, US,12/16/2014 2:42,1418697746
United States,Polygon,"-83.67529, 36.540739; -83.67529, 39.466012; -75.16644, 39.466012; -75.16644, 36.540739","Virginia, US",Virginia, US,12/16/2014 11:24,1418729093
United States,Polygon,"-83.67529, 36.540739; -83.67529, 39.466012; -75.16644, 39.466012; -75.16644, 36.540739","Virginia, US",Virginia, US,12/16/2014 21:18,1418764729
United States,Polygon,"-97.26899, 31.45507; -97.26899, 31.639828; -97.069786, 31.639828; -97.069786, 31.45507","Waco, TX",Waco, TX,12/17/2014 14:35,1418826937
United States,Polygon,"-157.96614, 21.37939; -157.96614, 21.428691; -157.907975, 21.428691; -157.907975, 21.37939","Waimalu, HI",Waimalu, HI,12/17/2014 2:33,1418783633
United States,Polygon,"-77.119401, 38.801826; -77.119401, 38.9953797; -76.909396, 38.9953797; -76.909396, 38.801826","Washington, DC",Washington, DC,12/16/2014 23:55,1418774129
United States,Polygon,"-77.119401, 38.801826; -77.119401, 38.9953797; -76.909396, 38.9953797; -76.909396, 38.801826","Washington, DC",Washington, DC,12/17/2014 1:20,1418779215
United States,Polygon,"-77.119401, 38.801826; -77.119401, 38.9953797; -76.909396, 38.9953797; -76.909396, 38.801826","Washington, DC",Washington, DC,12/17/2014 1:47,1418780833
United States,Polygon,"-77.119401, 38.801826; -77.119401, 38.9953797; -76.909396, 38.9953797; -76.909396, 38.801826","Washington, DC",Washington, DC,12/17/2014 13:54,1418824474
United States,Polygon,"-77.119401, 38.801826; -77.119401, 38.9953797; -76.909396, 38.9953797; -76.909396, 38.801826","Washington, DC",Washington, DC,12/17/2014 13:55,1418824539
United States,Polygon,"-77.119401, 38.801826; -77.119401, 38.9953797; -76.909396, 38.9953797; -76.909396, 38.801826","Washington, DC",Washington, DC,12/17/2014 13:58,1418824726
United States,Polygon,"-77.119401, 38.801826; -77.119401, 38.9953797; -76.909396, 38.9953797; -76.909396, 38.801826","Washington, DC",Washington, DC,12/17/2014 14:02,1418824962
United States,Polygon,"-77.119401, 38.801826; -77.119401, 38.9953797; -76.909396, 38.9953797; -76.909396, 38.801826","Washington, DC",Washington, DC,12/17/2014 14:04,1418825092
United States,Polygon,"-77.119401, 38.801826; -77.119401, 38.9953797; -76.909396, 38.9953797; -76.909396, 38.801826","Washington, DC",Washington, DC,12/17/2014 14:08,1418825337
United States,Polygon,"-77.119401, 38.801826; -77.119401, 38.9953797; -76.909396, 38.9953797; -76.909396, 38.801826","Washington, DC",Washington, DC,12/17/2014 14:10,1418825447
United States,Polygon,"-77.119401, 38.801826; -77.119401, 38.9953797; -76.909396, 38.9953797; -76.909396, 38.801826","Washington, DC",Washington, DC,12/17/2014 14:10,1418825456
United States,Polygon,"-77.119401, 38.801826; -77.119401, 38.9953797; -76.909396, 38.9953797; -76.909396, 38.801826","Washington, DC",Washington, DC,12/17/2014 14:11,1418825480
United States,Polygon,"-77.119401, 38.801826; -77.119401, 38.9953797; -76.909396, 38.9953797; -76.909396, 38.801826","Washington, DC",Washington, DC,12/17/2014 14:16,1418825775
United States,Polygon,"-77.119401, 38.801826; -77.119401, 38.9953797; -76.909396, 38.9953797; -76.909396, 38.801826","Washington, DC",Washington, DC,12/17/2014 14:16,1418825817
United States,Polygon,"-77.119401, 38.801826; -77.119401, 38.9953797; -76.909396, 38.9953797; -76.909396, 38.801826","Washington, DC",Washington, DC,12/17/2014 14:20,1418826044
United States,Polygon,"-77.119401, 38.801826; -77.119401, 38.9953797; -76.909396, 38.9953797; -76.909396, 38.801826","Washington, DC",Washington, DC,12/17/2014 14:23,1418826188
United States,Polygon,"-77.119401, 38.801826; -77.119401, 38.9953797; -76.909396, 38.9953797; -76.909396, 38.801826","Washington, DC",Washington, DC,12/17/2014 14:26,1418826374
United States,Polygon,"-77.119401, 38.801826; -77.119401, 38.9953797; -76.909396, 38.9953797; -76.909396, 38.801826","Washington, DC",Washington, DC,12/17/2014 14:27,1418826468
United States,Polygon,"-77.119401, 38.801826; -77.119401, 38.9953797; -76.909396, 38.9953797; -76.909396, 38.801826","Washington, DC",Washington, DC,12/17/2014 14:30,1418826613
United States,Polygon,"-77.119401, 38.801826; -77.119401, 38.9953797; -76.909396, 38.9953797; -76.909396, 38.801826","Washington, DC",Washington, DC,12/17/2014 14:34,1418826844
United States,Polygon,"-77.119401, 38.801826; -77.119401, 38.9953797; -76.909396, 38.9953797; -76.909396, 38.801826","Washington, DC",Washington, DC,12/17/2014 14:35,1418826922
United States,Polygon,"-77.119401, 38.801826; -77.119401, 38.9953797; -76.909396, 38.9953797; -76.909396, 38.801826","Washington, DC",Washington, DC,12/17/2014 14:36,1418826998
United States,Polygon,"-77.119401, 38.801826; -77.119401, 38.9953797; -76.909396, 38.9953797; -76.909396, 38.801826","Washington, DC",Washington, DC,12/17/2014 14:40,1418827239
United States,Polygon,"-77.119401, 38.801826; -77.119401, 38.9953797; -76.909396, 38.9953797; -76.909396, 38.801826","Washington, DC",Washington, DC,12/17/2014 14:41,1418827291
United States,Polygon,"-77.119401, 38.801826; -77.119401, 38.9953797; -76.909396, 38.9953797; -76.909396, 38.801826","Washington, DC",Washington, DC,12/17/2014 14:42,1418827349
United States,Polygon,"-77.119401, 38.801826; -77.119401, 38.9953797; -76.909396, 38.9953797; -76.909396, 38.801826","Washington, DC",Washington, DC,12/17/2014 14:46,1418827608
United States,Polygon,"-77.119401, 38.801826; -77.119401, 38.9953797; -76.909396, 38.9953797; -76.909396, 38.801826","Washington, DC",Washington, DC,12/17/2014 14:46,1418827615
United States,Polygon,"-77.119401, 38.801826; -77.119401, 38.9953797; -76.909396, 38.9953797; -76.909396, 38.801826","Washington, DC",Washington, DC,12/17/2014 14:47,1418827633
United States,Polygon,"-77.119401, 38.801826; -77.119401, 38.9953797; -76.909396, 38.9953797; -76.909396, 38.801826","Washington, DC",Washington, DC,12/17/2014 14:47,1418827653
United States,Polygon,"-77.119401, 38.801826; -77.119401, 38.9953797; -76.909396, 38.9953797; -76.909396, 38.801826","Washington, DC",Washington, DC,12/17/2014 14:51,1418827884
United States,Polygon,"-77.119401, 38.801826; -77.119401, 38.9953797; -76.909396, 38.9953797; -76.909396, 38.801826","Washington, DC",Washington, DC,12/17/2014 14:56,1418828212
United States,Polygon,"-77.119401, 38.801826; -77.119401, 38.9953797; -76.909396, 38.9953797; -76.909396, 38.801826","Washington, DC",Washington, DC,12/17/2014 14:57,1418828225
United States,Polygon,"-77.119401, 38.801826; -77.119401, 38.9953797; -76.909396, 38.9953797; -76.909396, 38.801826","Washington, DC",Washington, DC,12/17/2014 14:57,1418828243
United States,Polygon,"-77.119401, 38.801826; -77.119401, 38.9953797; -76.909396, 38.9953797; -76.909396, 38.801826","Washington, DC",Washington, DC,12/17/2014 15:02,1418828543
United States,Polygon,"-77.119401, 38.801826; -77.119401, 38.9953797; -76.909396, 38.9953797; -76.909396, 38.801826","Washington, DC",Washington, DC,12/17/2014 15:04,1418828648
United States,Polygon,"-77.119401, 38.801826; -77.119401, 38.9953797; -76.909396, 38.9953797; -76.909396, 38.801826","Washington, DC",Washington, DC,12/17/2014 15:06,1418828816
United States,Polygon,"-77.119401, 38.801826; -77.119401, 38.9953797; -76.909396, 38.9953797; -76.909396, 38.801826","Washington, DC",Washington, DC,12/17/2014 15:07,1418828860
United States,Polygon,"-77.119401, 38.801826; -77.119401, 38.9953797; -76.909396, 38.9953797; -76.909396, 38.801826","Washington, DC",Washington, DC,12/17/2014 15:08,1418828935
United States,Polygon,"-77.119401, 38.801826; -77.119401, 38.9953797; -76.909396, 38.9953797; -76.909396, 38.801826","Washington, DC",Washington, DC,12/17/2014 15:10,1418829058
United States,Polygon,"-77.119401, 38.801826; -77.119401, 38.9953797; -76.909396, 38.9953797; -76.909396, 38.801826","Washington, DC",Washington, DC,12/17/2014 15:11,1418829089
United States,Polygon,"-77.119401, 38.801826; -77.119401, 38.9953797; -76.909396, 38.9953797; -76.909396, 38.801826","Washington, DC",Washington, DC,12/17/2014 15:12,1418829137
United States,Polygon,"-74.03255, 40.757164; -74.03255, 40.780694; -74.008438, 40.780694; -74.008438, 40.757164","Weehawken, NJ",Weehawken, NJ,12/17/2014 2:37,1418783833
United States,Polygon,"-74.023591, 40.778186; -74.023591, 40.796544; -73.99818, 40.796544; -73.99818, 40.778186","West New York, NJ",West New York, NJ,12/17/2014 0:54,1418777657
United States,Polygon,"-74.023591, 40.778186; -74.023591, 40.796544; -73.99818, 40.796544; -73.99818, 40.778186","West New York, NJ",West New York, NJ,12/17/2014 1:03,1418778232
United States,Polygon,"-74.023591, 40.778186; -74.023591, 40.796544; -73.99818, 40.796544; -73.99818, 40.778186","West New York, NJ",West New York, NJ,12/17/2014 1:54,1418781270
United States,Polygon,"-80.2006, 26.644671; -80.2006, 26.7991205; -80.044639, 26.7991205; -80.044639, 26.644671","West Palm Beach, FL",West Palm Beach, FL,12/17/2014 14:09,1418825370
United States,Polygon,"-80.352385, 25.732778; -80.352385, 25.762491; -80.316671, 25.762491; -80.316671, 25.732778","Westchester, FL",Westchester, FL,12/16/2014 15:04,1418742276
United States,Polygon,"-80.352385, 25.732778; -80.352385, 25.762491; -80.316671, 25.762491; -80.316671, 25.732778","Westchester, FL",Westchester, FL,12/16/2014 20:11,1418760704
United States,Polygon,"-80.352385, 25.732778; -80.352385, 25.762491; -80.316671, 25.762491; -80.316671, 25.732778","Westchester, FL",Westchester, FL,12/16/2014 20:30,1418761824
United States,Polygon,"-80.4419774, 26.0620314; -80.4419774, 26.144367; -80.361426, 26.144367; -80.361426, 26.0620314","Weston, FL",Weston, FL,12/17/2014 15:03,1418828591
United States,Polygon,"-97.534889, 37.562483; -97.534889, 37.80531; -97.152924, 37.80531; -97.152924, 37.562483","Wichita, KS",Wichita, KS,12/17/2014 14:48,1418827707
United States,Polygon,"-77.990547, 35.682149; -77.990547, 35.7952073; -77.872166, 35.7952073; -77.872166, 35.682149","Wilson, NC",Wilson, NC,12/17/2014 14:58,1418828326
United States,Polygon,"-81.625844, 28.49675; -81.625844, 28.595488; -81.554843, 28.595488; -81.554843, 28.49675","Winter Garden, FL",Winter Garden, FL,12/17/2014 15:07,1418828838
United States,Polygon,"-92.889433, 42.491889; -92.889433, 47.309715; -86.24955, 47.309715; -86.24955, 42.491889","Wisconsin, US",Wisconsin, US,12/17/2014 3:07,1418785623
United States,Polygon,"-71.893265, 42.210065; -71.893265, 42.341455; -71.731611, 42.341455; -71.731611, 42.210065","Worcester, MA",Worcester, MA,12/16/2014 15:28,1418743729
United States,Polygon,"-111.056888, 40.994746; -111.056888, 45.005904; -104.052236, 45.005904; -104.052236, 40.994746","Wyoming, US",Wyoming, US,12/17/2014 14:40,1418827241
United States,Polygon,"-82.246926, 28.172468; -82.246926, 28.291625; -82.131803, 28.291625; -82.131803, 28.172468","Zephyrhills, FL",Zephyrhills, FL,12/16/2014 14:28,1418740100
